Presence of JS,Presence of NS,Presence of internal JS,Number of JS,Number of NS,Number of external JS,Number of internal JS,Presence of image,Presence of iframe,Presence of links,Number of image,Number of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,Presence of World Traffic rank,Presence of Country Traffic rank,World Traffic rank,Country Traffic rank,presence of form,No of form,probability0,probability1,Output
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,40,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,34,3,0,5,0,0,0,0,0,2,0,1759903,0,1,1,0,2,1
1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,42,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,54,5,0,7,0,0,0,0,0,2,2,84744,615,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,2,0,0,0,0,0,2,2,96346,35974,0,0,0,2,1
1,1,1,29,1,0,29,1,0,1,2,0,0,36,0,0,0,73,7,1,5,1,0,0,0,6,2,0,3616084,0,1,1,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,37,3,0,2,1,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,1,1,26,1,0,26,1,1,0,1,1,0,0,0,0,0,35,3,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,38,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,2,0,0,0,0,17,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,36,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,6,0,0,1,0,15,2,2,7498,4879,0,0,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,35,3,0,11,0,0,0,0,0,2,0,1759903,0,1,1,0,2,1
1,0,1,3,0,0,3,1,0,0,2,0,0,0,0,0,0,73,5,1,5,1,1,2,1,2,0,0,0,0,1,1,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,38,3,0,11,0,0,0,0,0,2,0,1759903,0,1,1,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,16,0,0,0,44,3,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1
1,1,1,1,1,0,1,1,0,1,2,0,0,26,0,0,0,73,3,1,6,1,0,1,0,5,2,0,2564456,0,1,1,0,2,1
1,0,1,3,0,0,3,1,0,0,2,0,0,0,0,0,0,57,4,0,22,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,1,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,73,5,0,5,2,0,0,0,1,0,0,0,0,0,0,0,2,1
1,1,1,10,47,0,10,1,0,1,25,0,0,998,0,0,0,43,3,0,1,0,0,0,0,0,0,0,0,0,1,4,2,0,1
0,0,0,0,0,0,0,1,0,1,1,0,0,10,0,0,0,43,4,0,2,1,0,0,0,6,0,0,0,0,1,1,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,32,3,0,2,0,0,0,0,0,2,0,1759903,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,2,2,96346,35974,0,0,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,33,3,0,5,0,0,0,0,0,2,0,1759903,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,2,1
1,1,1,65,1,0,65,1,0,1,19,0,0,117,0,0,0,32,5,0,2,0,0,0,0,0,2,2,930973,51019,1,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,10,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,41,5,0,4,2,0,0,0,0,2,0,9755251,0,0,0,0,2,1
1,1,1,9,1,0,9,1,0,1,67,0,0,201,0,0,0,28,4,0,4,1,0,0,0,0,2,2,1633642,33261,1,4,0,2,1
0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,73,4,0,4,1,0,1,0,15,0,0,0,0,0,0,0,2,1
1,1,1,65,1,0,65,1,0,1,19,0,0,117,0,0,0,31,4,0,2,0,0,0,0,0,2,2,930973,51019,1,2,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,2,0,0,0,0,18,2,0,5376059,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,2,0,0,0,0,18,2,0,6727685,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,27,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,24,0,0,24,1,0,1,2,0,0,17,0,0,0,40,3,1,1,0,0,1,0,1,2,0,429712,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,0,1,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,5,1,0,0,0,3,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,4,0,0,0,0,12,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,79,554,0,79,1,1,1,1169,1,0,1294,0,0,0,27,3,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1
1,0,1,13,0,0,13,1,1,1,19,3,0,4,0,0,0,40,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,1,1,15,1,0,15,1,0,1,1,0,0,94,0,0,0,57,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,22,0,0,22,1,0,1,12,0,0,29,0,0,0,73,6,0,7,1,0,0,0,0,2,0,8138172,0,0,0,0,2,1
1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,52,3,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,0,1,0,0,6,2,2,1,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,0,1,0,0,4,2,2,1,1,0,0,0,2,1
1,1,1,14,1,0,14,0,0,1,0,0,0,6,0,0,0,73,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,52,3,1,5,1,0,1,0,3,2,2,6001,2145,0,0,0,2,1
1,1,1,35,4,0,35,1,1,0,3,2,0,0,0,0,0,34,5,0,1,1,0,0,0,0,2,0,2605356,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,1,0,0,0,6,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,6,2,0,8094126,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,3,0,0,0,53,3,0,4,2,0,0,0,0,2,0,4845735,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,15,0,0,0,44,3,0,1,3,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,43,3,0,3,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,39,0,0,39,0,1,1,0,1,0,14,0,0,0,63,4,1,5,0,0,1,0,3,2,0,5610231,0,0,0,0,2,1
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,35,4,0,1,1,0,0,0,8,0,0,0,0,1,1,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,35,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,15,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,8,0,0,8,1,0,1,1,0,0,7,0,0,0,55,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,5,1,0,0,0,0,2,0,8320628,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,20,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,73,3,1,6,1,0,0,0,4,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,5,0,0,0,0,5,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,5,2,0,0,0,10,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,45,3,0,2,1,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,73,4,0,4,1,0,1,0,19,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,0,0,0,0,6,2,2,1,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,6,0,0,0,0,10,2,2,7496,1920,0,0,0,2,1
1,0,1,5,0,0,5,1,0,1,2,0,0,36,0,0,0,73,3,1,5,0,0,0,0,0,2,0,4371035,0,1,1,0,2,1
1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,31,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,0,2,0,0,0,0,0,2,2,368607,72484,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,5,0,0,5,1,0,1,24,0,0,15,0,0,0,73,5,1,6,1,0,0,0,5,0,0,0,0,1,1,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,23,3,0,2,0,0,0,0,1,2,2,19692,433,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,0,0,0,0,3,2,2,4483987,67439,0,0,0,2,1
1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,73,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,39,3,0,2,3,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,3,0,0,3,1,0,1,1,0,0,2,0,0,0,63,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,25,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,1,1,0,0,0,8,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,59,3,0,5,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,73,7,0,6,0,1,0,0,0,2,0,851104,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,8,0,0,0,0,1,2,2,5931,2457,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,0,0,0,0,7,2,2,1,1,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,28,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,5,2,3,0,0,2,0,0,2,2,874090,59569,0,0,0,2,1
1,0,1,2,0,0,2,0,0,1,0,0,0,1,0,0,0,22,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,11,0,0,11,1,0,1,1,0,0,1,0,0,0,25,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,1,0,0,0,0,3,2,2,4483987,67439,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,40,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,37,3,0,2,0,0,0,0,7,2,2,6001,2145,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,49,3,0,5,1,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,1,2,1,5,2,0,8094126,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,39,3,0,2,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,15,0,0,0,39,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,24,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1,0,1,1,0,0,1,1,0,1,1,0,0,2,0,0,0,26,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,43,3,0,3,0,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,2,0,0,11,0,0,0,28,3,0,1,0,0,0,0,0,2,2,30071,1567,0,0,0,2,1
1,1,1,55,5,0,55,1,1,1,9,2,0,3,0,0,0,65,4,1,6,1,0,2,2,4,2,0,2605356,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,26,0,0,26,1,0,1,9,0,0,48,0,0,0,73,7,1,6,1,0,0,0,6,0,0,0,0,1,2,0,2,1
1,0,1,2,0,0,2,1,0,1,5,0,0,6,0,0,0,41,3,0,2,1,0,0,0,3,2,2,6001,2145,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,0,0,0,0,3,2,2,4483987,67439,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,1,6,1,1,2,1,7,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,9,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,1,2,0,4832418,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,16,0,0,0,38,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57,6,0,5,0,0,0,0,12,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,58,4,0,4,0,0,0,0,19,0,0,0,0,1,1,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,16,0,0,0,39,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,43,4,0,3,1,0,0,0,6,2,0,7780914,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,70,7,0,5,3,0,0,0,7,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,73,3,1,4,0,0,1,0,5,2,0,8656538,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,16,0,0,0,32,3,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,16,2,2,265032,163182,0,0,0,2,1
0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,65,3,1,6,0,0,2,2,13,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,58,4,0,4,0,0,0,0,17,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,33,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,4,0,5,8,0,0,0,0,2,2,9310,2916,0,0,0,2,1
1,0,1,14,0,0,14,1,0,1,2,0,0,22,0,1,0,61,7,0,4,0,1,0,0,0,0,0,0,0,1,4,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,0,1,0,0,6,2,2,1,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,10,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,2,0,0,0,2,0,0,0,0,0,0,0,2,1
1,0,1,29,0,0,29,1,0,1,3,0,0,76,0,1,0,41,6,0,2,1,0,0,0,0,0,0,0,0,1,3,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,3,0,0,0,0,0,2,2,292521,217,0,0,0,2,1
1,0,1,81,0,0,81,1,0,1,2,0,0,21,0,0,0,73,6,0,5,4,0,0,0,0,2,0,5168953,0,1,1,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,16,0,0,0,39,3,0,2,2,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57,6,0,5,0,0,0,0,12,0,0,0,0,0,0,0,2,1
1,0,1,25,0,0,25,1,0,1,5,0,0,42,0,0,0,61,6,0,4,2,0,0,0,0,2,0,7967925,0,1,1,0,2,1
1,1,1,74,3,0,74,1,1,1,4,2,0,88,0,2,0,73,5,0,4,2,2,0,0,7,2,0,2110858,0,1,3,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,6,2,0,0,0,2,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1,0,1,81,0,0,81,1,0,1,2,0,0,21,0,0,0,53,4,0,5,2,0,0,0,0,2,0,5168953,0,1,1,0,2,1
1,1,1,26,1,0,26,1,0,1,1,0,0,15,0,0,0,73,9,0,5,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,19,0,0,0,40,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,4,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,3,0,0,3,1,0,1,6,0,0,1,0,0,0,41,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1
1,0,1,16,0,0,16,1,0,1,12,0,0,32,0,0,0,73,6,0,9,0,0,0,0,4,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,5,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,4,0,0,18,0,0,0,42,3,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,73,6,0,5,1,0,0,0,6,2,2,1,1,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,6,0,0,6,1,0,1,1,0,0,27,0,0,0,57,5,0,5,1,0,0,0,1,0,0,0,0,1,1,0,2,1
1,0,1,5,0,0,5,1,0,1,1,0,0,1,0,0,0,70,5,0,9,0,0,0,0,10,0,0,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56,6,0,5,0,0,0,0,12,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,1
1,0,1,2,0,0,2,1,0,1,8,0,0,39,0,0,0,31,3,0,1,2,0,0,0,0,0,0,0,0,1,2,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,1
1,1,1,15,1,0,15,0,1,1,0,1,0,31,0,0,0,33,3,0,3,0,0,0,0,0,0,0,0,0,1,2,2,0,1
1,0,1,2,0,0,2,1,0,1,8,0,0,39,0,0,0,40,3,0,2,2,0,0,0,0,0,0,0,0,1,2,0,2,1
