Presence of JS,Presence of NS,Presence of internal JS,Presence of image,Presence of iframe,Presence of links,Number of JS,Number of NS,Number of internal JS,Number of image,Nuber of iframes,Number of links,Number of sms API call,Number of tel API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
1,0,1,0,1,1,39,0,39,0,2,508,0,5,18,2,0,1,0,0,0,0,0,575,114,0.999549768423972,0.000450231576014,1,2,0
1,0,1,1,0,1,20,0,20,1,0,24,0,0,18,2,0,1,0,0,0,0,0,1118,552,0.554693395536277,0.445306604463734,0,0,0
1,1,1,1,1,1,22,1,22,79,1,431,0,0,18,2,0,1,0,0,0,0,0,3167,221,0.997675105562191,0.002324894437812,1,1,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,23,2,0,1,0,0,0,0,0,1242,246,0.463700302663857,0.536299697336149,0,0,0
1,1,1,1,1,1,58,3,58,84,1,306,0,0,22,2,0,1,0,0,0,0,0,5262,3262,0.985256449803559,0.01474355019643,1,2,0
1,1,1,1,0,1,7,1,7,16,0,58,0,0,14,2,0,1,0,0,0,0,0,765,23,0.570354487863155,0.42964551213685,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,2,0,0,0,2,3579833,0,8.91803426808679E-05,0.999910819657325,0,0,0
1,0,1,0,0,0,2,0,2,0,0,0,0,0,21,2,0,1,0,0,0,0,0,4093,65,0.473254233131158,0.526745766868852,0,0,0
1,1,1,1,1,1,43,1,43,345,1,173,0,0,22,2,0,1,0,0,0,0,0,2259,2157,0.99795842324464,0.002041576755352,1,1,0
1,1,1,1,0,1,37,2,37,45,0,87,0,0,30,2,0,2,0,0,0,0,0,391326,13080,0.695765509507983,0.304234490492018,1,1,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,21,2,0,2,0,0,0,0,0,27811,15,0.502919264838678,0.497080735161328,1,1,0
1,1,1,1,1,1,8,1,8,36,1,202,0,0,23,2,0,1,0,0,0,0,0,3169,64,0.820489925524529,0.179510074475462,1,1,0
1,1,1,1,1,1,39,1,39,30,2,331,0,0,14,2,0,1,0,0,0,0,0,2378,7,0.980837687046392,0.019162312953615,1,3,0
1,1,1,1,1,1,37,4,37,128,1,410,0,0,19,2,0,1,0,0,0,0,0,1784,22,0.998178447003267,0.001821552996737,1,3,0
1,1,1,1,1,1,41,1,41,27,1,842,0,0,20,2,0,1,0,0,0,0,0,590752,0,0.999999995915545,4.08446074293988E-09,1,14,0
1,1,1,1,0,1,16,1,16,10,0,397,0,0,18,2,0,1,0,0,0,0,0,2881,731,0.991340154143105,0.008659845856882,1,3,0
1,0,1,0,0,1,29,0,29,0,0,38,0,0,15,2,0,1,0,0,0,0,0,3299,8,0.602532329688847,0.397467670311141,1,1,0
1,1,1,1,1,1,193,154,193,403,3,333,0,2,13,2,0,1,0,0,0,0,0,1247,4,0.999999104886117,8.95113877256949E-07,1,1,0
1,1,1,1,1,1,7,2,7,53,1,102,0,0,22,2,0,1,0,0,0,0,1,8024,2688,0.672552862854913,0.3274471371451,1,1,0
1,1,1,1,0,1,16,3,16,20,0,119,0,0,23,2,0,1,0,0,0,0,0,3673,1859,0.675385966541261,0.32461403345873,1,3,0
1,1,1,1,1,1,74,2,74,120,7,606,0,0,18,2,0,2,0,0,0,0,0,1082,4,0.999994812013782,5.18798621341258E-06,1,1,0
1,1,1,1,0,1,25,1,25,83,0,961,0,0,19,2,0,1,0,0,0,0,0,4113,430,0.999999999988916,1.1072814862578E-11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,1,117339,158906,0.004174760382887,0.995825239617102,0,0,0
1,1,1,1,0,1,27,17,27,37,0,195,0,0,18,2,0,1,0,0,0,0,0,3075,16,0.854529789787285,0.145470210212715,1,1,0
1,1,1,1,1,1,18,3,18,37,1,156,0,0,25,2,0,1,0,0,0,0,0,1109,16,0.760341946250598,0.239658053749409,1,3,0
1,1,1,1,0,0,3,1,3,1,0,0,0,0,16,2,0,1,0,0,0,0,0,0,0,0.488427122335896,0.51157287766409,0,0,0
1,1,1,1,0,1,9,1,9,65,0,446,0,0,18,2,0,1,0,0,0,0,0,753,6,0.997795340431866,0.002204659568144,1,2,0
1,0,1,1,1,1,19,0,19,11,2,51,0,0,21,2,0,1,0,0,0,0,0,10031269,0,5.50071747785371E-32,1,1,2,0
1,1,1,1,0,1,37,1,37,14,0,74,0,0,22,2,0,1,0,0,0,0,1,260402,3361,0.665459298436785,0.334540701563228,1,1,0
1,1,1,1,1,1,22,1,22,22,1,160,0,0,18,2,0,1,0,0,0,0,0,2452,569,0.772325254474392,0.227674745525613,1,4,0
1,1,1,1,0,1,14,1,14,20,0,353,0,0,17,2,0,1,0,0,0,0,0,3115,2132,0.980018625934487,0.019981374065515,1,1,0
1,1,1,1,0,1,10,1,10,1,0,21,0,0,23,2,0,1,0,0,0,0,0,19376,3314,0.51054277045882,0.489457229541166,0,0,0
1,1,1,1,0,1,22,1,22,78,0,226,0,0,22,2,0,1,0,0,0,0,0,7774,35,0.91189505591823,0.088104944081765,1,2,0
1,0,1,1,1,1,13,0,13,5,1,100,0,0,18,2,0,1,0,0,0,0,0,0,2339,0.626785992490347,0.373214007509661,1,1,0
1,1,1,1,1,1,20,1,20,94,1,164,0,0,18,2,0,1,0,0,0,0,0,2379,46,0.856299617555206,0.143700382444808,1,1,0
1,0,1,1,0,1,59,0,59,29,0,88,0,0,18,2,0,1,0,0,0,0,0,3487,968,0.789450460320661,0.210549539679334,1,2,0
1,0,1,1,0,1,22,0,22,29,0,29,0,0,19,2,0,1,0,0,0,0,0,1997,507,0.601212594927282,0.398787405072722,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,96647,36922,0.420417252153059,0.579582747846949,0,0,0
1,0,1,1,1,1,24,0,24,13,2,402,0,0,22,2,0,1,0,0,0,0,0,4979,0,0.992879128691504,0.007120871308494,1,1,0
1,1,1,1,1,1,20,1,20,46,7,485,0,0,20,2,0,1,0,0,0,0,0,774,0,0.9991475020771,0.000852497922902,0,0,0
1,1,1,0,0,1,1,1,1,0,0,1,0,0,23,2,0,1,0,0,0,0,2,2689,8,0.464935034258642,0.535064965741348,1,1,0
1,0,1,0,0,1,15,0,15,0,0,1,0,0,21,2,0,1,0,0,0,0,0,0,0,0.515122611307197,0.484877388692798,0,0,0
1,1,1,1,1,1,6,1,6,66,1,360,0,0,22,2,0,1,0,0,0,0,0,1491,75,0.985100785856285,0.01489921414372,1,2,0
1,0,1,1,0,1,10,0,10,36,0,105,0,1,17,2,0,1,0,0,0,0,0,2466,943,0.667284929261307,0.332715070738691,1,1,0
1,0,1,1,0,1,7,0,7,4,0,14,0,0,22,2,0,1,0,0,0,0,0,2502,2588,0.501427983502678,0.498572016497318,0,0,0
1,0,1,0,0,0,16,0,16,0,0,0,0,0,22,2,0,1,0,0,0,0,0,8563,1800,0.517829153143752,0.482170846856235,0,0,0
1,1,1,1,0,1,16,3,16,59,0,279,0,0,13,2,0,1,0,0,0,0,0,1366,75,0.949099878210382,0.050900121789628,0,0,0
1,1,1,1,1,1,21,1,21,55,1,178,0,0,19,2,0,1,0,0,0,0,0,11932,5075,0.834682137578216,0.165317862421782,1,1,0
1,1,1,1,0,1,6,1,6,102,0,1484,0,0,20,2,0,1,0,0,0,0,0,23722,13069,1,1.0187026120054E-25,1,1,0
0,0,0,0,0,1,0,0,0,0,0,2,0,0,23,2,0,1,0,0,0,0,0,1866431,0,0.067668262048917,0.932331737951081,0,0,0
1,0,1,1,0,1,10,0,10,36,0,124,0,0,20,2,0,1,0,0,0,0,0,35366,2177,0.693414409223545,0.306585590776464,1,3,0
1,0,1,1,0,1,18,0,18,171,0,341,0,0,24,2,0,2,0,0,0,0,0,3,1,0.993921282352006,0.006078717648006,1,1,0
1,1,1,1,1,1,31,3,31,13,2,519,0,0,15,2,0,1,0,0,0,0,0,1541,95,0.999653556791995,0.000346443207998,1,1,0
1,1,1,1,0,1,14,2,14,3,0,316,0,0,21,2,0,1,0,0,0,0,0,2281,1001,0.956391613953562,0.043608386046429,1,3,0
1,0,1,1,0,1,13,0,13,12,0,49,0,0,19,2,0,1,0,0,0,0,0,4413909,0,1.12482836765466E-06,0.999998875171635,1,2,0
1,1,1,1,1,1,82,2,82,47,2,301,0,0,17,2,0,1,0,0,0,0,0,817,398,0.987218106235786,0.012781893764222,1,3,0
1,0,1,1,1,1,10,0,10,29,1,124,0,2,22,2,0,2,0,0,0,0,0,1280,8,0.677572051456215,0.322427948543783,1,1,0
1,0,1,1,0,1,1,0,1,1,0,3,0,0,17,2,0,1,0,0,0,0,0,892,1206,0.48298254822944,0.517017451770549,0,0,0
1,1,1,1,1,1,48,3,48,182,2,1030,0,0,19,2,0,1,0,0,0,0,0,621,52,0.999999999999915,7.34487706579893E-14,1,3,0
1,1,1,1,1,1,8,1,8,4,1,29,0,0,20,2,0,1,0,0,0,0,0,1298,49,0.517448464842305,0.482551535157709,0,0,0
1,1,1,1,1,1,14,3,14,102,1,1052,0,0,21,2,0,1,0,0,0,0,0,383,47,0.999999999999886,1.0332344876188E-13,1,3,0
1,1,1,1,1,1,44,3,44,10,3,125,0,0,29,2,0,1,0,0,0,0,0,2966,81,0.748144720938741,0.251855279061273,1,2,0
1,0,1,1,0,1,16,0,16,371,0,381,0,0,15,2,0,1,0,0,0,0,0,2521,735,0.999934015850958,6.59841490417975E-05,0,0,0
1,1,1,0,1,1,3,2,3,0,1,22,0,0,18,2,0,1,0,0,0,0,1,213,2,0.495572550058058,0.504427449941948,0,0,0
1,0,1,1,0,1,10,0,10,72,0,305,0,0,19,2,0,2,0,0,0,0,0,63518,58916,0.940943754261657,0.059056245738351,1,2,0
1,1,1,1,1,1,18,3,18,4,2,239,0,0,17,2,0,1,0,0,0,0,0,1636,54,0.879842779259339,0.120157220740669,1,2,0
1,1,1,1,0,1,27,3,27,21,0,139,0,0,18,2,0,1,0,0,0,0,0,91085,18864,0.750461653931134,0.249538346068872,1,2,0
1,1,1,1,1,1,9,2,9,2,1,178,0,0,16,2,0,1,0,0,0,0,0,1293,825,0.756974577648971,0.243025422351019,0,0,0
1,1,1,0,0,1,4,1,4,0,0,1,0,0,20,2,0,2,0,0,0,0,0,1566,9,0.482025247601146,0.517974752398862,1,1,0
1,1,1,1,0,1,31,1,31,98,0,209,0,0,24,2,0,1,0,0,0,0,0,2975,47,0.918770896456657,0.081229103543332,1,1,0
1,1,1,1,0,1,6,1,6,2,0,26,0,0,22,2,0,1,0,0,0,0,0,3355,318,0.501999850403093,0.498000149596909,1,1,0
1,0,1,1,0,1,6,0,6,1,0,27,0,0,19,2,0,1,0,0,0,0,0,0,0,0.507628637368144,0.492371362631855,1,1,0
1,1,1,1,1,1,165,1,165,41,1,206,0,0,17,2,0,1,0,0,0,0,0,3733,5858,0.994820609220894,0.005179390779104,1,3,0
1,1,1,1,1,1,47,1,47,109,5,436,0,0,22,2,0,1,0,0,0,0,0,660,3,0.998920507054405,0.001079492945587,1,2,0
1,0,1,1,0,1,113,0,113,15,0,177,0,0,20,2,0,1,0,0,0,0,0,1140,349,0.960323252366544,0.039676747633443,1,2,0
1,1,1,1,1,1,38,2,38,325,2,699,0,0,21,2,0,1,0,0,0,0,0,1219,29,0.99999998310463,1.68953710509141E-08,1,4,0
1,1,1,1,0,1,39,2,39,106,0,241,0,0,24,2,0,1,0,0,0,0,0,1144,28,0.954656212905913,0.045343787094076,1,1,0
1,1,1,1,1,1,20,4,20,142,1,670,0,0,21,2,0,1,0,0,0,0,0,3764,5,0.999998710004868,1.28999513411968E-06,1,6,0
1,0,1,1,0,1,36,0,36,113,0,189,0,0,17,2,0,1,0,0,0,0,0,1981,60,0.923309841621507,0.0766901583785,1,1,0
1,1,1,1,0,1,17,1,17,303,0,344,0,0,21,2,0,1,0,0,0,0,0,2785,717,0.999378830543735,0.000621169456254,0,0,0
1,1,1,1,0,1,18,3,18,116,0,270,0,0,17,2,0,1,0,0,0,0,0,14783,5806,0.965463985625534,0.034536014374472,0,0,0
1,0,1,1,0,1,55,0,55,111,0,1128,0,0,21,2,0,2,0,0,0,0,0,2424,271,1,7.2474052249093E-16,1,6,0
1,1,1,1,1,1,24,2,24,171,1,445,0,0,16,2,0,1,0,0,0,0,0,874,31,0.999421781970311,0.000578218029693,1,2,0
1,1,1,1,1,1,42,3,42,183,3,402,0,0,23,2,0,2,0,0,0,0,0,27755,268,0.998966228766945,0.001033771233065,0,0,0
1,0,1,1,0,1,16,0,16,24,0,64,0,0,21,2,0,1,0,0,0,0,0,1120,648,0.603595339901375,0.396404660098632,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,2938,1756,0.462036075474295,0.537963924525704,0,0,0
1,1,1,1,0,0,13,3,13,2,0,0,0,0,17,2,0,1,0,0,0,0,3,3025,0,0.517852644818782,0.48214735518122,0,0,0
1,1,1,1,0,0,15,2,15,2,0,0,0,0,25,2,0,1,0,0,0,0,0,2555,1438,0.509708604171809,0.490291395828202,0,0,0
1,0,1,1,0,1,88,0,88,44,0,127,0,0,19,2,0,1,0,0,0,0,0,5485,288,0.908752156265442,0.091247843734546,1,1,0
1,1,1,0,0,0,1,1,1,0,0,0,0,0,21,2,0,1,0,0,0,0,0,2099,77,0.470627671404752,0.529372328595261,0,0,0
1,1,1,0,0,1,1,1,1,0,0,2,0,0,18,2,0,1,0,0,0,0,1,64003,0,0.476926020627084,0.523073979372917,1,1,0
1,0,1,1,0,1,21,0,21,30,0,99,0,0,19,2,0,1,0,0,0,0,0,6069,1505,0.679704607498352,0.320295392501641,1,2,0
1,1,1,1,1,1,25,2,25,45,17,229,0,0,26,2,0,1,0,0,0,0,0,2134,66,0.893225718339277,0.106774281660734,1,2,0
1,1,1,1,0,1,38,108,38,225,0,270,0,0,17,2,0,1,0,0,0,0,0,2584,73,0.993955111337607,0.006044888662388,0,0,0
1,0,1,0,0,1,70,0,70,0,0,40,0,0,21,2,0,1,0,0,0,0,0,1942,35,0.752716266203702,0.247283733796294,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,473670,31661,0.408753710726708,0.591246289273278,0,0,0
1,1,1,1,1,1,33,2,33,21,1,167,0,0,20,2,0,1,0,0,0,0,0,2921,77,0.80739151869652,0.192608481303482,1,1,0
1,1,1,1,0,1,14,1,14,1,0,1,0,0,18,2,0,1,0,0,0,0,0,144,232,0.52021999170725,0.479780008292752,0,0,0
1,1,1,1,1,1,57,4,57,92,1,130,0,0,21,2,0,1,0,0,0,0,0,3315,833,0.886500745338867,0.113499254661141,1,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0.471615756060471,0.528384243939524,0,0,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,17,2,0,2,0,0,0,0,0,2314,171,0.476286899292632,0.523713100707376,0,0,0
1,1,1,1,1,1,19,1,19,69,1,245,0,0,20,2,0,1,0,0,0,0,0,7472,978,0.923779604521738,0.076220395478259,1,1,0
1,1,1,1,1,1,34,1,34,15,1,154,0,0,15,2,0,1,0,0,0,0,0,6594,3365,0.793054369572117,0.206945630427888,0,0,0
1,1,1,1,1,1,20,3,20,19,1,70,0,0,23,2,0,1,0,0,0,0,0,546,391,0.61329170437951,0.386708295620479,0,0,0
1,0,1,1,1,1,7,0,7,110,1,308,0,4,21,2,0,1,0,0,0,0,0,996941,15379,0.952226717903442,0.047773282096554,1,9,0
1,1,1,1,0,1,37,3,37,25,0,140,0,0,27,2,0,1,0,0,0,0,0,332591,0,0.755323290445182,0.244676709554806,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,4226,47,0.469492269868475,0.530507730131532,0,0,0
1,0,1,1,0,1,46,0,46,50,0,286,0,3,16,2,0,1,0,0,0,0,2,4308,96,0.967903303394058,0.032096696605942,1,2,0
1,1,1,1,1,1,68,82,68,192,3,1049,0,0,15,2,0,1,0,0,0,0,0,2067,35,0.999999999999972,1.48293957157997E-14,1,1,0
1,0,1,1,0,1,5,0,5,203,0,256,0,0,22,2,0,1,0,0,0,0,0,14881,0,0.982036999592048,0.01796300040796,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,1984,49,0.473820717577906,0.526179282422102,0,0,0
1,1,1,1,1,1,17,1,17,38,1,74,0,0,23,2,0,1,0,0,0,0,0,48025,844,0.635956255471734,0.364043744528256,1,2,0
1,1,1,1,1,1,30,4,30,3,1,273,0,0,21,2,0,2,0,0,0,0,0,4248,16,0.931955843765,0.068044156235012,1,1,0
1,0,1,1,0,1,10,0,10,106,0,460,0,0,15,2,0,1,0,0,0,0,0,4014296,0,0.009233941322245,0.990766058677764,1,3,0
1,1,1,1,1,1,9,2,9,35,1,483,0,0,14,2,0,1,0,0,0,0,0,1134,1093,0.998936792491789,0.0010632075082,1,5,0
1,1,1,1,0,1,31,1,31,81,0,301,0,0,27,2,0,1,1,0,0,0,0,7320,87,0.972203764840968,0.027796235159033,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,13597,3610,0.479609521197108,0.520390478802892,0,0,0
1,1,1,1,1,1,16,1,16,22,1,98,0,2,25,2,0,1,0,0,0,0,0,771,491,0.638041793488445,0.361958206511561,1,1,0
1,1,1,1,0,1,10,1,10,73,0,367,0,0,25,2,0,1,0,0,0,0,0,2944,3939,0.988155516478809,0.011844483521187,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,3301,1905,0.469347150893599,0.530652849106403,0,0,0
1,1,1,1,1,1,28,1,28,180,1,723,0,0,16,2,0,1,0,0,0,0,0,732,19,0.999999900178812,9.98212020430911E-08,1,2,0
1,0,1,1,0,1,30,0,30,21,0,232,0,0,17,2,0,1,0,0,0,0,0,2842,719,0.897164591324823,0.102835408675169,1,1,0
1,0,1,1,0,1,12,0,12,4,0,479,0,0,17,2,0,1,0,0,0,0,1,223421,4853,0.998580856574756,0.001419143425237,1,1,0
1,0,1,1,0,1,28,0,28,41,0,1041,0,0,16,2,0,1,0,0,0,0,0,1345,9,0.999999999999744,2.43676748927089E-13,1,2,0
1,1,1,1,0,1,11,1,11,10,0,71,0,0,23,2,0,1,0,0,0,0,0,9898,1844,0.573902551975821,0.426097448024171,0,0,0
1,1,1,1,0,1,53,1,53,25,0,488,0,0,18,2,0,1,0,0,0,0,0,506,474,0.999481597270065,0.000518402729936,1,1,0
1,1,1,1,1,1,66,2,66,63,1,251,0,0,22,2,0,1,0,0,0,0,0,1917,223,0.964948397167201,0.035051602832799,1,1,0
1,0,1,0,0,1,15,0,15,0,0,1,0,0,18,2,0,1,0,0,0,0,0,2316,592,0.522464254885023,0.477535745114966,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,1899,62,0.477919654422687,0.522080345577312,0,0,0
1,0,1,1,0,1,5,0,5,2,0,23,0,0,17,2,0,1,0,0,0,0,0,5960,2265,0.509520411026106,0.490479588973895,1,1,0
1,1,1,1,1,1,17,2,17,80,1,374,0,0,27,2,0,2,0,0,0,0,0,1590,3,0.990823694116087,0.009176305883919,1,6,0
1,1,1,1,1,1,14,1,14,3,1,190,0,0,24,2,0,1,0,0,0,0,0,22733,473,0.779474091020071,0.220525908979932,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,2,121582,33593,0.446196823626371,0.553803176373627,0,0,0
1,1,1,1,1,1,36,1,36,171,2,1028,0,0,17,2,0,1,0,0,0,0,0,1618,468,0.999999999999886,1.14467175920251E-13,1,15,0
1,1,1,1,0,1,6,2,6,162,0,198,0,2,20,2,0,2,0,0,0,0,0,4666,7,0.93753056027251,0.062469439727476,0,0,0
1,1,1,1,0,1,6,44,6,46,0,143,0,0,18,2,0,1,0,0,0,0,0,2515,1133,0.738880071570198,0.261119928429798,1,2,0
1,1,1,1,1,1,41,1,41,123,2,291,0,0,20,2,0,1,0,0,0,0,0,5510,1061,0.982812005385777,0.017187994614234,1,3,0
1,1,1,1,0,1,33,3,33,57,0,290,0,0,20,2,0,1,0,0,0,0,0,3061,883,0.963859309672284,0.036140690327711,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,2857,216,0.476104423676752,0.523895576323239,0,0,0
1,1,1,1,1,1,28,2,28,99,3,735,0,0,24,2,0,1,0,0,0,0,0,5309,3424,0.999999824910916,1.75089091618729E-07,1,1,0
1,1,1,1,1,1,28,1,28,53,1,431,0,0,17,2,0,1,0,0,0,0,0,4591,637,0.997401801007437,0.002598198992555,1,2,0
1,1,1,1,1,1,17,1,17,178,1,309,0,0,16,2,0,1,0,0,0,0,0,2471,14,0.990838528609975,0.009161471390016,1,1,0
1,1,1,1,0,1,40,1,40,59,0,243,0,0,23,2,0,1,0,0,0,0,0,1233,3,0.935779169624284,0.064220830375702,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,0,0,0.457499861265407,0.542500138734606,0,0,0
1,0,1,1,0,1,6,0,6,2,0,1,0,0,22,2,0,1,0,0,0,0,0,1474,295,0.48632511753485,0.513674882465142,1,1,0
1,0,1,1,0,1,40,0,40,92,0,195,0,0,19,2,0,1,0,0,0,0,0,906,656,0.916727828942599,0.083272171057399,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,165729,57615,0.335123057550818,0.66487694244918,0,0,0
1,0,1,1,0,1,8,0,8,16,0,95,0,0,14,2,0,1,0,0,0,0,0,5395,324,0.622823932735064,0.377176067264939,1,1,0
1,0,1,1,0,1,3,0,3,10,0,12,0,0,18,2,0,1,0,0,0,0,0,4236,5506,0.506813693616804,0.493186306383208,0,0,0
1,1,1,1,1,1,19,70,19,142,1,335,0,0,19,2,0,1,0,0,0,0,0,6488,102,0.991177559804897,0.0088224401951,1,3,0
1,1,1,1,1,1,48,6,48,52,1,255,0,0,14,2,0,1,0,0,0,0,0,3154,185,0.953324544216184,0.046675455783825,1,2,0
1,0,1,1,0,1,23,0,23,55,0,202,0,0,14,2,0,1,0,0,0,0,1,2812,81,0.873507980388871,0.126492019611134,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,3,281,46,0.477749094691497,0.522250905308489,0,0,0
1,1,1,1,1,1,10,1,10,17,1,88,0,0,14,2,0,1,0,0,0,0,0,3314,1825,0.621806225070568,0.378193774929443,1,3,0
1,0,1,1,0,1,16,0,16,35,0,254,0,0,23,2,0,1,0,0,0,0,2,3620,74,0.907874664509242,0.092125335490766,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,1,0,0,0,0,11368,59,0.475794367308952,0.52420563269105,0,0,0
1,0,1,0,0,0,2,0,2,0,0,0,0,0,24,2,0,1,1,0,0,0,0,9379879,0,3.08960291163526E-28,1,0,0,0
1,1,1,1,1,1,118,6,118,101,3,465,0,0,19,2,0,1,0,0,0,0,0,1879,705,0.999884156955191,0.000115843044823,1,3,0
1,1,1,0,0,1,4,1,4,0,0,1,0,0,21,2,0,1,0,0,0,0,0,2718,3,0.479992769026898,0.520007230973109,1,1,0
1,1,1,1,1,1,18,2,18,63,1,154,0,0,15,2,0,1,0,0,0,0,0,1452,11,0.804446644000686,0.195553355999306,1,1,0
1,1,1,1,0,1,24,1,24,21,0,244,0,0,28,2,0,1,0,0,0,0,0,1079,212,0.893830682333306,0.106169317666695,1,3,0
1,1,1,1,1,0,14,2,14,1,1,0,0,0,15,2,0,1,0,0,0,0,0,8992,15,0.525875174580473,0.474124825419515,0,0,0
1,0,1,1,0,1,11,0,11,131,0,571,0,0,29,2,0,1,2,0,0,0,0,3202,847,0.999955813103282,4.41868967141019E-05,1,6,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,2,0,1,0,0,0,0,0,965,195,0.481285920822974,0.518714079177029,0,0,0
1,1,1,1,0,1,40,37,40,88,0,240,0,0,16,2,0,1,0,0,0,0,0,3313,594,0.951604264189288,0.048395735810715,1,3,0
1,0,1,0,0,0,1,0,1,0,0,0,0,0,18,2,0,1,0,0,0,0,0,2841,471,0.477387938178609,0.522612061821383,0,0,0
1,1,1,1,1,1,32,3,32,36,1,149,0,0,18,2,0,1,0,0,0,0,0,2894,1439,0.796332043480464,0.203667956519533,0,0,0
1,1,1,1,0,1,55,5,55,23,0,61,0,0,31,2,0,1,0,0,0,0,0,275275,204904,0.000244954701598,0.999755045298427,1,1,0
1,0,1,0,0,1,15,0,15,0,0,183,0,0,22,2,0,1,0,0,0,0,0,5240,31,0.768575406792232,0.231424593207768,1,1,0
1,0,1,1,1,1,21,0,21,49,1,196,0,0,18,2,0,2,0,0,0,0,0,10410,226,0.853273142050649,0.146726857949348,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,3642,12,0.479809969024221,0.520190030975792,0,0,0
1,0,1,1,0,1,16,0,16,35,0,270,0,0,21,2,0,1,1,0,0,0,0,1217,598,0.927519900153271,0.07248009984674,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,1796,47,0.475890351777477,0.524109648222534,0,0,0
1,1,1,1,1,1,36,2,36,71,1,446,0,2,25,2,0,1,0,0,0,0,0,883453,13965,0.997453328626971,0.002546671373021,1,3,0
1,1,1,1,0,1,15,1,15,70,0,444,0,0,20,2,0,1,0,0,0,0,0,484,27,0.99791452477047,0.00208547522953,1,2,0
1,0,1,0,0,0,7,0,7,0,0,0,0,0,23,2,0,1,0,0,0,0,0,1370,635,0.484515203587552,0.515484796412461,0,0,0
1,0,1,1,0,1,28,0,28,358,0,1905,0,0,18,2,0,1,0,0,0,0,0,2486,249,1,3.08442602807927E-43,1,1,0
1,1,1,1,0,1,67,4,67,19,0,139,0,0,24,2,0,1,0,0,0,0,0,2302,242,0.850892168375139,0.14910783162487,1,1,0
1,1,1,1,1,1,55,1,55,203,2,603,0,0,23,2,0,1,0,0,0,0,0,2133,8,0.999997015586834,2.98441317494824E-06,1,2,0
1,0,1,1,0,1,9,0,9,19,0,19,0,0,17,2,0,1,0,0,0,0,0,1279,124,0.539419416100795,0.46058058389921,0,0,0
1,0,1,1,0,1,8,0,8,151,0,168,0,0,18,2,0,2,0,0,0,0,0,411,154,0.907722176818551,0.092277823181446,1,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,2,0,1,0,0,0,0,0,5049,182,0.472336686990879,0.527663313009113,0,0,0
1,1,1,1,0,1,15,2,15,96,0,336,0,0,21,2,0,1,0,0,0,0,0,1021,38,0.984190969034272,0.015809030965724,1,2,0
1,1,1,1,1,1,15,45,15,111,1,358,0,0,21,2,0,1,0,0,0,0,0,2688,116,0.991244495956053,0.008755504043958,0,0,0
1,0,1,1,0,1,6,0,6,5,0,17,0,0,20,2,0,1,0,0,0,0,0,81954,21491,0.501360344231564,0.498639655768448,0,0,0
1,0,1,1,0,1,14,0,14,34,0,172,0,0,19,2,0,2,0,0,0,0,0,2202,40,0.784094266169285,0.215905733830721,1,9,0
1,1,1,1,1,1,29,1,29,54,2,264,0,0,22,2,0,1,0,0,0,0,0,518,558,0.941347338309672,0.058652661690322,1,2,0
1,0,1,1,0,1,13,0,13,30,0,317,0,0,20,2,0,1,0,0,0,0,0,913,589,0.962619510150375,0.037380489849628,1,2,0
