Presence of JS,Presence of NS,Presence of internal JS,Presence of image,Presence of iframe,Presence of links,Number of JS,Number of NS,Number of internal JS,Number of image,Nuber of iframes,Number of links,Number of sms API call,Number of tel API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,2,1,0,0,0,1,0,0,0.414484020267912,0.585515979732084,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,33,3,0,1,2,0,0,0,0,0,0,0.455567583174613,0.544432416825379,1,1,1
1,0,1,0,0,1,4,0,4,0,0,3,0,0,59,6,0,6,0,0,0,0,0,0,0,0.349832792742564,0.650167207257445,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,1,5,0,1,0,0,0,0,0,0.276621293033691,0.723378706966304,0,0,1
0,0,0,1,0,1,0,0,0,4,0,4,0,0,32,5,0,1,0,0,0,0,0,0,0,0.444346838781085,0.555653161218919,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,1,5,1,0,1,0,16,0,0,0.266293043656139,0.733706956343859,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,4,2,1,0,0,0,4806243,0,2.46792710458315E-08,0.99999997532072,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,26,2,0,1,1,0,0,0,0,0,0,0.457832182871733,0.542167817128272,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,38,3,0,2,0,0,0,0,0,0,0,0.419507608183432,0.580492391816563,0,0,1
1,1,1,1,0,1,22,1,22,2,0,19,0,0,73,4,1,5,2,0,0,0,0,0,0,0.350094710204902,0.649905289795108,1,1,1
1,0,1,1,0,1,3,0,3,10,0,7,0,0,73,6,1,6,1,1,1,0,0,0,0,0.296663245794293,0.703336754205703,1,1,1
1,0,1,1,0,1,11,0,11,7,0,15,0,0,45,3,0,5,1,0,0,0,5,0,0,0.439996460930377,0.560003539069618,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,7,5,0,0,0,18,0,0,0.264243808985,0.735756191015009,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,1,4,0,0,2,1,6,5848688,0,1.25803237752312E-11,0.999999999987409,0,0,1
1,0,1,0,0,1,1,0,1,0,0,23,0,0,33,3,0,2,0,0,0,0,2,678656,0,0.372586769747067,0.62741323025294,0,0,1
1,1,1,0,1,1,15,1,15,0,1,31,0,0,49,3,0,5,0,0,0,0,0,0,0,0.444489584913906,0.555510415086093,1,2,1
1,1,1,1,0,1,21,7,21,10,0,14,0,0,57,2,0,3,3,0,0,0,0,0,0,0.433129905833076,0.566870094166936,1,2,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,4,0,5,0,0,0,0,21,938761,0,0.161400250564841,0.838599749435147,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,4,0,0,1,0,7,0,0,0.273078686933607,0.72692131306638,0,0,1
1,0,1,0,0,1,9,0,9,0,0,14,0,0,73,6,0,7,0,0,0,0,14,2390126,0,0.007101951434507,0.992898048565507,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,9,2,0,0,0,0,9385804,0,1.24344654235399E-28,1,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,5,0,5,0,0,0,0,21,938761,0,0.161275611563899,0.838724388436107,0,0,1
1,1,1,1,0,1,1,1,1,2,0,26,0,0,73,3,1,6,1,0,1,0,4,2564456,0,0.003767541133446,0.996232458866541,1,1,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,73,6,0,4,2,0,0,0,0,0,0,0.276827270582801,0.723172729417193,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,43,3,0,2,0,0,0,0,6,0,0,0.418043434435905,0.58195656556409,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,7,1,0,1,0,13,0,0,0.268265770443555,0.731734229556457,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,6,1,0,0,0,0,0,0,0.276522304597118,0.723477695402875,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,10,0,0,0.270496064465632,0.729503935534374,0,0,1
1,0,1,1,0,1,2,0,2,4,0,19,0,0,33,3,0,1,1,0,0,0,0,0,0,0.456366307163213,0.54363369283678,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,6,0,6,1,0,0,0,0,0,0,0.294053310602718,0.705946689397295,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,1,0,0,0,0,0,0,0.366920353666416,0.633079646333597,0,0,1
1,0,1,1,0,1,19,0,19,2,0,41,0,1,73,7,0,5,1,0,0,0,7,0,0,0.351212772050633,0.648787227949378,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,5,0,0,0,0,6100682,0,9.66239039936595E-13,0.999999999999034,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,6,1,0,0,0,0,0,0,0.276522304597118,0.723477695402875,0,0,1
1,0,1,1,0,1,9,0,9,4,0,2,0,0,38,4,0,1,0,0,0,0,0,4978253,0,1.59197415511498E-08,0.999999984080262,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0.443701298278542,0.556298701721458,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,6,0,0,0,0,6,0,0,0.346675766822506,0.653324233177493,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,7,0,5,0,0,0,0,3,3060150,0,0.000627342213968,0.99937265778604,0,0,1
1,1,1,0,1,1,19,1,19,0,1,29,0,0,54,3,0,5,0,0,0,0,0,0,0,0.435639465477316,0.564360534522673,1,2,1
1,1,1,1,0,1,20,1,20,2,0,15,0,0,60,3,0,5,3,0,0,0,0,0,0,0.404421936680158,0.59557806331985,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,12,3880036,0,7.69855473748938E-06,0.999992301445265,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,43,3,0,2,2,0,0,0,0,0,0,0.422017715942841,0.577982284057166,1,1,1
1,0,1,0,0,1,4,0,4,0,0,10,0,0,73,5,0,7,1,0,0,0,0,0,0,0.290093524441805,0.7099064755582,1,2,1
1,1,1,1,0,1,19,1,19,1,0,1,0,0,62,4,1,4,0,0,1,0,0,7912348,0,1.86434373563053E-20,1,1,1,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,42,3,0,3,0,0,0,0,0,0,0,0.424344254226025,0.57565574577397,1,1,1
1,0,1,1,0,1,2,0,2,4,0,13,0,0,35,3,0,1,1,0,0,0,0,0,0,0.446343668488204,0.553656331511793,1,1,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,35,3,0,2,0,0,0,0,3,6001,2145,0.443931461164631,0.556068538835358,0,0,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,39,3,0,1,1,0,0,0,0,0,0,0.435099572488097,0.564900427511907,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,5,3,0,0,0,2,0,0,0.353532524449629,0.646467475550361,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,1,4,0,0,1,0,11,0,0,0.400075238588954,0.599924761411052,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,40,3,0,2,0,0,0,0,0,0,0,0.417446139472987,0.582553860527024,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,0,7,0,0,0,0,0,0,0,0.316195580147344,0.683804419852644,0,0,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,33,3,0,1,2,0,0,0,0,0,0,0.455567583174613,0.544432416825379,1,1,1
1,0,1,1,0,1,2,0,2,4,0,18,0,0,44,4,0,2,2,0,0,0,0,0,0,0.418154888037977,0.581845111962014,1,1,1
1,0,1,1,0,1,2,0,2,4,0,16,0,0,40,4,0,1,1,0,0,0,0,0,0,0.431456281627847,0.568543718372139,1,1,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,34,3,0,2,1,0,0,0,0,107875,2314,0.435606287875779,0.564393712124229,0,0,1
1,0,1,1,0,1,2,0,2,5,0,6,0,0,51,3,0,5,3,0,0,0,3,6001,2145,0.385426814709196,0.614573185290808,0,0,1
1,0,1,1,0,1,6,0,6,20,0,37,0,0,53,4,0,1,0,0,0,0,3,0,0,0.428542107994752,0.571457892005246,1,1,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,65,4,0,1,0,0,0,0,20,0,0,0.397940754235712,0.602059245764294,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,1,1,0,0,0,0,261102,74294,0.174121527652323,0.825878472347665,0,0,1
1,1,1,0,1,1,1,1,1,0,1,1,0,0,129,9,0,3,1,0,0,0,17,30758,49426,0.047176286906334,0.952823713093665,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,66,3,1,4,3,0,0,0,12,0,0,0.300631044899121,0.69936895510087,0,0,1
1,0,1,1,0,1,4,0,4,1,0,6,0,0,39,3,0,1,0,0,0,0,0,0,0,0.431812464797548,0.568187535202442,0,0,1
1,0,1,1,0,1,13,0,13,1,0,15,0,0,120,5,1,3,1,0,7,6,14,0,0,0.105135777555328,0.894864222444667,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,5,1,4,0,0,0,4,36,0,0,0.007306081299062,0.992693918700929,0,0,1
1,0,1,1,0,1,7,0,7,30,0,7,0,0,19,3,0,2,0,0,0,0,3,0,0,0.535445614474061,0.46455438552594,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,7,1,2,1,0,1,0,84,0,0,0.004807899620395,0.995192100379595,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,2,0,0,0,0,0,0,0,0.434818941922239,0.565181058077766,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,3,0,0,0,0,6,17890,779,0.415531899466252,0.584468100533757,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,5,1,4,0,0,0,2,29,0,0,0.007558097369074,0.992441902630912,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,1,0,0,0,0,17,261102,74294,0.159343710023673,0.840656289976332,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4,1,5,0,0,5,1,4,0,0,0.260979936566805,0.739020063433197,0,0,1
1,1,1,1,0,1,42,1,42,8,0,22,0,0,78,8,0,2,2,0,0,0,0,0,0,0.406092964248731,0.593907035751265,1,1,1
1,0,1,1,0,1,10,0,10,5,0,26,0,0,45,3,0,3,3,0,0,0,1,0,0,0.444917931700558,0.555082068299429,1,1,1
1,0,1,1,0,1,5,0,5,4,0,1,0,0,63,5,1,3,1,0,1,0,22,0,0,0.322695384324136,0.677304615675867,1,1,1
1,0,1,0,0,1,7,0,7,0,0,8,0,0,47,6,0,2,0,0,0,0,0,0,0,0.4108994726776,0.589100527322394,1,1,1
0,0,0,1,0,1,0,0,0,1,0,4,0,0,40,3,0,2,1,0,0,0,2,0,0,0.413951946717188,0.5860480532828,0,0,1
1,0,1,0,0,1,1,0,1,0,0,1,0,0,52,3,0,3,0,0,0,0,9,0,0,0.364722625334041,0.635277374665951,0,0,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,191,4,1,2,0,1,3,2,85,0,0,0.002909387073628,0.997090612926383,0,0,1
1,0,1,1,0,1,15,0,15,1,0,23,0,0,46,5,0,2,1,0,0,0,4,2684798,0,0.00471557062015,0.995284429379848,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,1,0,0,0,0,0,261102,74294,0.207378818132991,0.792621181867021,0,0,1
1,0,1,1,0,1,15,0,15,3,0,31,0,0,70,4,1,2,1,0,1,2,0,9830428,0,3.81255962438027E-31,1,1,1,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,38,3,0,2,0,0,0,0,3,6001,2145,0.433215244371629,0.566784755628383,0,0,1
1,0,1,1,0,1,12,0,12,1,0,14,0,0,26,3,0,1,0,0,0,0,0,0,0,0.50079738397952,0.499202616020493,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,3,0,9,0,0,0,0,4,0,0,0.265059297490186,0.734940702509817,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,6,17890,779,0.421996526019796,0.578003473980213,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,1,0,0,0,0,0,0,0,0.452074301658012,0.547925698341998,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,0,0,0.435050626931469,0.564949373068541,0,0,1
1,0,1,1,0,1,15,0,15,11,0,77,0,0,37,3,0,2,0,0,0,0,0,0,0,0.553884505724704,0.446115494275283,1,4,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,71,3,0,2,1,0,0,0,2,0,0,0.288140971912041,0.711859028087951,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,8,1,2,1,0,1,0,88,0,0,0.00065443698712,0.999345563012866,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,1,0,0,0,0,1,0,0,0.382845080433028,0.617154919566969,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,2,0,0,0,0,0,302170,111920,0.052767118878222,0.947232881121783,0,0,1
1,1,1,1,1,1,19,1,19,7,2,63,0,0,95,8,0,3,2,0,0,0,1,3850150,0,8.82192381775568E-06,0.99999117807619,1,3,1
1,0,1,1,1,1,13,0,13,29,2,114,0,0,106,8,0,1,3,0,0,0,26,0,0,0.252324442946548,0.747675557053459,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,1,0,0,0,0,0,0,0,0.422539829286931,0.577460170713059,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,1,1,0,0,1,0,6,261102,74294,0.166674605081466,0.833325394918538,0,0,1
1,1,1,0,0,1,5,1,5,0,0,1,0,0,24,3,0,1,0,0,0,0,0,0,0,0.475632291172182,0.524367708827807,0,0,1
1,0,1,0,0,0,17,0,17,0,0,0,0,0,23,3,0,3,0,0,0,0,1,0,0,0.51539935614061,0.484600643859398,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,1,0,0,0,0,0,0,0,0.475593038245369,0.524406961754632,0,0,1
1,0,1,1,0,1,9,0,9,36,0,35,0,0,36,3,0,3,2,0,0,0,0,0,0,0.526702810234452,0.473297189765537,1,1,1
1,1,1,1,1,1,66,10,66,21,1,245,0,0,47,3,0,6,0,0,0,0,11,0,0,0.930386256935069,0.069613743064941,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,69,4,0,5,2,0,0,0,17,0,0,0.283530677517089,0.716469322482901,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,7,0,2,0,1,0,0,0,5950415,0,4.85477534700298E-12,0.99999999999514,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,5,1,3,1,0,3,2,46,0,0,1.62323790903871E-10,0.999999999837684,0,0,1
1,1,1,1,1,1,32,2,32,5,1,61,0,1,142,5,1,3,1,0,3,4,33,5232844,0,2.27385950304115E-10,0.999999999772626,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,1,0,0,0,0,0,0,0,0.44938569924096,0.550614300759028,0,0,1
1,1,1,1,1,1,22,1,22,7,1,10,0,0,37,4,0,2,0,0,0,0,0,780,456,0.508420632091298,0.491579367908691,0,0,1
1,1,1,1,0,1,19,26,19,48,0,165,0,0,46,7,0,1,0,0,0,0,0,1057803,0,0.571814806487828,0.428185193512183,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,3,0,0,0,0,5,17890,779,0.41627525364669,0.583724746353313,0,0,1
1,0,1,1,0,0,5,0,5,3,0,0,0,0,38,5,0,3,0,0,0,0,5,188317,1834,0.429894914297182,0.570105085702808,1,1,1
1,0,1,1,0,1,2,0,2,2,0,4,0,0,267,4,1,5,0,3,2,2,111,0,0,2.08483579953991E-05,0.999979151641998,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,1,0,0,0,0,27,0,0,0.283718811279229,0.716281188720767,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,6,1,4,2,0,1,0,4,0,0,0.242855824519667,0.757144175480323,0,0,1
1,0,1,0,0,1,7,0,7,0,0,8,0,0,37,5,0,2,0,0,0,0,0,0,0,0.44675541474682,0.553244585253167,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,3,0,0,0,0,6,17890,779,0.415531899466252,0.584468100533757,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4,1,6,1,3,2,3,43,9830277,0,1.44796723465864E-32,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,8,1,2,1,0,1,0,105,0,0,0.000560451557722,0.99943954844229,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,7,1,2,1,0,1,0,76,0,0,0.004875894716858,0.995124105283153,0,0,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,220,6,2,1,2,1,3,2,40,0,0,0.000768620401357,0.999231379598631,0,0,1
1,1,1,1,0,1,16,1,16,3,0,31,0,0,36,4,0,2,0,0,0,0,0,8813254,0,5.87272536655958E-25,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,0,3,2,0,0,0,0,0,0,0.312814135590546,0.68718586440945,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,8,0,1,1,0,0,0,2,0,0,0.349484970651393,0.650515029348597,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4,1,2,1,1,3,2,88,6621384,0,6.40355031155228E-17,1,0,0,1
1,0,1,1,0,1,10,0,10,16,0,63,0,0,44,3,0,3,0,0,0,0,0,9286415,0,1.24748631231022E-27,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4,1,2,1,1,3,2,68,6621384,0,7.49843282970763E-17,1,0,0,1
0,0,0,1,0,1,0,0,0,1,0,2,0,0,120,3,1,7,1,0,3,2,25,104717,36397,0.074244135666496,0.925755864333495,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,1,0,0,0,0,1,0,0,0.37880571485639,0.621194285143608,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,7,1,2,1,0,1,0,84,0,0,0.004350463537904,0.995649536462103,0,0,1
1,0,1,1,0,1,1,0,1,1,0,2,0,0,37,3,0,2,0,0,0,0,2,0,0,0.42609542196279,0.573904578037203,0,0,1
1,1,1,1,0,1,10,1,10,13,0,155,0,0,65,3,0,6,0,0,0,0,3,104717,36397,0.529380321389452,0.47061967861055,0,0,1
1,0,1,1,0,1,7,0,7,1,0,17,0,0,81,8,0,4,1,0,0,0,0,0,0,0.264395791058419,0.735604208941593,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,0,5,1,2,0,0,1,60543,45297,0.209320257774467,0.790679742225542,0,0,1
0,0,0,1,0,1,0,0,0,2,0,2,0,0,27,3,0,1,0,0,0,0,0,0,0,0.455465737321706,0.544534262678302,0,0,1
1,1,1,1,1,1,21,3,21,4,5,19,0,0,126,3,1,3,4,2,1,0,45,2089669,0,0.004221188469383,0.995778811530613,1,1,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,77,3,0,4,2,0,0,0,9,0,0,0.254211983490756,0.745788016509234,0,0,1
1,1,1,1,0,1,24,1,24,2,0,57,0,0,54,5,0,1,0,0,0,0,0,0,0,0.483551206105436,0.516448793894562,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,60,0,0,0.021652727038044,0.978347272961969,0,0,1
1,0,1,1,0,1,4,0,4,7,0,8,0,0,67,7,0,2,2,0,0,0,4,0,0,0.322309952514284,0.677690047485708,1,1,1
1,0,1,1,0,1,6,0,6,1,0,27,0,0,22,3,0,1,0,0,0,0,2,549267,12538,0.453694049713462,0.546305950286547,1,1,1
1,1,1,1,0,1,5,1,5,6,0,1,0,0,50,5,0,3,0,0,0,0,0,4908096,0,2.09375409347089E-08,0.999999979062466,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,0,2,1,0,0,0,0,0,0,0.28104895646863,0.718951043531365,0,0,1
1,0,1,1,0,1,2,0,2,2,0,3,0,0,53,3,0,2,0,0,0,0,1,61171,1455,0.37373536399867,0.626264636001339,1,1,1
1,0,1,1,0,1,10,0,10,5,0,26,0,0,43,3,0,3,3,0,0,0,1,0,0,0.452369958965308,0.547630041034679,1,1,1
1,0,1,0,1,0,1,0,1,0,1,0,0,0,27,4,0,2,0,0,0,0,2,0,0,0.453346463397034,0.546653536602967,0,0,1
1,0,1,1,0,1,2,0,2,1,0,1,0,0,31,3,0,3,0,0,0,0,3,0,0,0.446084924376941,0.553915075623054,0,0,1
1,1,1,1,0,1,27,1,27,4,0,23,0,1,66,5,0,1,0,0,0,0,20,0,0,0.392810351237654,0.607189648762338,1,2,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,44,5,0,1,0,0,0,0,0,0,0,0.399305993327659,0.600694006672339,1,1,1
1,0,1,0,0,1,5,0,5,0,0,5,0,0,18,3,0,1,0,0,0,0,0,0,0,0.491029460880387,0.508970539119617,0,0,1
1,0,1,1,1,1,42,0,42,4,1,17,0,0,58,6,0,2,1,0,0,0,0,0,0,0.502665211248913,0.497334788751094,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0.459776615592252,0.540223384407749,0,0,1
1,1,1,1,1,1,32,2,32,5,1,61,0,1,51,5,0,3,1,0,0,0,0,5232844,0,3.43042095165327E-09,0.999999996569585,1,3,1
1,0,1,0,0,1,16,0,16,0,0,2,0,0,82,8,0,2,2,0,0,0,1,0,0,0.274958092649482,0.725041907350517,0,0,1
1,1,1,1,1,1,32,1,32,29,1,91,0,0,101,5,0,3,5,0,0,0,6,0,0,0.323198476242748,0.676801523757262,1,3,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,18,3,0,2,0,0,0,0,0,0,0,0.476330529902123,0.523669470097888,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,144,5,1,3,0,1,3,2,24,7335438,0,6.31127687027804E-19,1,0,0,1
1,0,1,0,0,0,1,0,1,0,0,0,0,0,84,7,0,1,4,2,0,0,42,0,0,0.200451838455102,0.799548161544898,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,0,0,0,0,4,1392,1159,0.369866704632956,0.630133295367041,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,5,17890,779,0.422743080209698,0.577256919790301,0,0,1
1,1,1,1,1,1,13,3,13,6,1,26,0,0,126,3,1,3,4,2,1,0,45,2089669,0,0.003892689160634,0.996107310839366,1,1,1
0,0,0,0,0,1,0,0,0,0,0,3,0,0,106,4,0,1,0,0,1,0,23,8298711,0,4.90397442047457E-23,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,2,0,0,0,0,0,302170,111920,0.052075828491451,0.947924171508562,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,1,0,0,0,0,3,261102,74294,0.143078509888808,0.856921490111201,0,0,1
1,1,1,1,0,1,11,1,11,1,0,13,0,0,22,3,0,1,0,0,0,0,0,0,0,0.507187091033522,0.49281290896647,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,6,1,6,1,0,4,3,25,0,0,0.005681353876563,0.994318646123442,0,0,1
1,0,1,1,0,1,7,0,7,3,0,6,0,0,59,6,0,3,0,0,0,0,0,0,0,0.363800584854802,0.636199415145195,1,2,1
0,0,0,1,0,1,0,0,0,1,0,1,0,0,81,6,1,2,1,0,0,0,4,0,0,0.240134935098642,0.759865064901366,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,1,0,0,0,0,0,0,0,0.466927469896842,0.533072530103162,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,3,0,3,6,0,1,2,60,6855088,0,1.1191816804929E-17,1,0,0,1
1,0,1,1,0,1,7,0,7,30,0,7,0,0,21,3,0,2,0,0,0,0,2,0,0,0.531702960027298,0.468297039972712,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,3,0,0,0,0,6,17890,779,0.421996526019796,0.578003473980213,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,6,1,7,3,3,2,3,38,0,0,0.005065718212456,0.994934281787544,0,0,1
1,0,1,0,0,0,4,0,4,0,0,0,0,0,37,3,0,2,0,0,0,0,3,6001,2145,0.434463463544425,0.56553653645558,0,0,1
1,0,1,0,0,1,5,0,5,0,0,5,0,0,40,3,0,1,0,0,0,0,0,0,0,0.429666909075848,0.570333090924162,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,0,0,56,3,0,4,2,0,0,0,0,0,0,0.351458307653262,0.648541692346728,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,0,3,0,0,0,0,0,0,0,0.411890705766036,0.588109294233961,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4,1,2,1,0,1,0,21,0,0,0.224131618302322,0.775868381697669,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,6,1,2,1,0,1,0,52,0,0,0.025777965217392,0.974222034782601,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,3,0,3,6,0,1,2,55,6855088,0,5.14561570429359E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,6,1,2,1,0,1,0,60,0,0,0.022584259379274,0.977415740620725,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,1,1,0,0,0,0,0,0,0,0.408902328304023,0.59109767169597,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,1,3,0,1,0,28,0,0,0.181397341063193,0.818602658936803,0,0,1
1,1,1,1,0,1,30,1,30,29,0,89,0,0,52,3,0,2,0,0,0,0,0,0,0,0.594684779640487,0.405315220359516,1,3,1
1,0,1,1,0,1,2,0,2,5,0,4,0,0,126,3,2,3,0,4,5,3,17,6001,2145,0.076174909531459,0.923825090468537,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,3,0,3,7,0,1,2,53,6855088,0,5.91083829259526E-17,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,8,1,2,2,1,3,2,42,0,0,0.004265194417074,0.995734805582918,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,0,0,0,0,1,0,0,0.378352408672733,0.621647591327275,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,45,0,0,0.023710396646509,0.976289603353496,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,6,1,2,1,1,4,2,57,0,0,0.022075672893644,0.977924327106344,0,0,1
1,0,1,0,0,1,12,0,12,0,0,1,0,0,68,5,0,1,0,0,0,0,24,6660907,0,6.8076231419548E-15,1,0,0,1
