Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
1,0,0,1,1,0,0,1,30,0,0,30,94,0,0,404,0,0,0,0,17,2,0,1,0,0,0,0,0,0,470,290,0.9967425485141765,0.0032574514858361367,1,2,0
1,1,0,1,0,0,0,1,27,1,0,27,0,0,0,130,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1304,1155,0.718441650508813,0.28155834949119274,1,3,0
1,1,0,1,1,1,0,1,17,2,0,17,1,1,0,4,0,0,0,0,27,2,0,1,0,0,0,0,0,0,37987,10913,0.5168415881780973,0.48315841182190206,1,1,0
1,1,0,1,1,0,0,1,29,1,0,29,33,0,0,305,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1313,828,0.9654093852135481,0.03459061478643851,1,2,0
1,0,0,1,1,1,0,1,14,0,0,14,21,1,0,222,0,1,0,0,26,2,0,1,0,0,0,0,0,0,1481,20,0.8477816812379984,0.15221831876199554,1,1,0
1,0,0,1,1,0,0,1,9,0,0,9,48,0,0,106,0,0,0,0,22,2,0,1,0,0,0,0,0,0,2978,980,0.6745783035374342,0.32542169646257413,1,4,0
1,1,0,1,1,0,0,1,36,2,0,36,2,0,0,8,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1057,383,0.607733609900209,0.3922663900997904,0,0,0
1,1,0,1,1,1,0,1,61,23,0,61,244,2,0,921,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1422,13,0.9999999999951683,4.8219675125153445e-12,0,0,0
1,0,0,1,1,0,0,1,11,0,0,11,37,0,0,315,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1113,33,0.9616161633095845,0.03838383669041935,1,1,0
1,0,0,1,1,0,0,1,12,0,0,12,20,0,0,77,0,0,0,0,17,2,0,1,0,0,0,0,0,0,3233,224,0.6092099583958694,0.39079004160413217,1,1,0
1,1,0,1,1,0,0,1,33,1,0,33,59,0,0,147,0,0,0,0,20,2,0,1,0,0,0,0,0,0,888,54,0.8176076165891553,0.18239238341084213,1,1,0
1,1,0,1,1,1,0,1,31,5,0,31,21,1,0,46,0,1,0,0,18,2,0,1,0,0,0,0,0,0,30194,1011,0.6402225370270048,0.3597774629730081,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,1,0,0,0,0,0,0,6471,1144,0.4588765678089101,0.5411234321910992,0,0,0
1,1,0,1,1,1,0,1,12,2,0,12,6,2,0,90,0,0,0,0,19,2,0,1,0,0,0,0,0,0,608,327,0.6060620928648361,0.39393790713517773,1,2,0
1,1,0,1,1,0,0,1,48,1,0,48,285,0,0,673,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1234,8,0.999999922335124,7.766488325944242e-08,1,1,0
1,1,0,1,1,0,0,1,29,1,0,29,13,0,0,70,0,0,0,0,26,2,0,2,0,0,0,0,0,0,1639,1089,0.6296398755348958,0.37036012446510613,1,1,0
1,0,0,1,1,0,0,1,17,0,0,17,17,0,0,200,0,0,0,0,13,2,0,1,0,0,0,0,0,0,752,40,0.8295002031398329,0.17049979686017105,0,0,0
1,1,0,1,1,1,0,1,27,5,0,27,29,5,0,362,0,0,0,0,18,2,0,2,0,0,0,0,0,0,5533,84,0.9865386573747961,0.013461342625201569,1,1,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,0,0.5076286373681438,0.4923713626318551,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1093,21,0.4625590161361004,0.5374409838638864,0,0,0
1,1,0,1,1,0,0,1,45,32,0,45,60,0,0,217,0,0,0,0,33,2,0,2,0,0,0,0,0,0,73315,0,0.9125474337889401,0.0874525662110665,1,1,0
1,1,0,1,1,1,0,1,33,3,0,33,181,2,0,652,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1001,106,0.9999988531533045,1.146846686167611e-06,1,1,0
1,1,0,1,1,1,0,1,21,1,0,21,7,1,0,133,0,0,0,0,20,2,0,1,0,0,0,0,0,0,76412,54230,0.6024397843075249,0.39756021569246214,1,2,0
1,1,0,1,1,1,0,1,15,2,0,15,20,1,0,51,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1861,123,0.590531783322386,0.40946821667762023,0,0,0
1,1,0,1,1,0,0,1,44,3,0,44,49,0,0,155,0,0,0,0,20,2,0,1,0,0,0,0,0,0,702,390,0.8436460031714058,0.15635399682859324,1,1,0
1,1,0,1,1,0,0,1,4,1,0,4,55,0,0,135,0,0,0,0,19,2,0,1,0,0,0,0,0,0,128939,72327,0.5116544602375992,0.4883455397624148,0,0,0
1,1,0,1,1,0,0,1,31,1,0,31,76,0,0,501,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1063,13,0.9996353473799157,0.0003646526200759122,1,1,0
1,1,0,1,1,1,0,1,87,4,0,87,115,5,0,718,0,0,0,0,20,2,0,1,0,0,0,0,0,0,908,140,0.9999999110858124,8.891419737157817e-08,1,3,0
1,1,0,1,1,0,0,1,57,1,0,57,35,0,0,405,0,0,0,0,19,2,0,1,0,0,0,0,0,0,866,270,0.9967357725817146,0.0032642274182910183,1,2,0
1,1,0,1,1,0,0,1,13,2,0,13,11,0,0,55,1,1,0,0,25,2,0,1,0,0,0,0,0,0,0,0,0.5557655994126922,0.44423440058731917,1,2,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,0,560,16,0.48285252364256726,0.5171474763574269,0,0,0
1,0,0,1,1,0,0,1,4,0,0,4,3,0,0,23,0,0,0,0,18,2,0,1,0,0,0,0,0,0,352,64,0.5031220940418846,0.49687790595811265,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,0,5505,7007,0.4816930188559418,0.51830698114406,0,0,0
1,0,0,1,1,0,0,1,8,0,0,8,34,0,0,500,0,0,0,0,18,2,0,1,0,0,0,0,0,0,541,67,0.9992746821404918,0.0007253178595153168,0,0,0
1,0,0,1,0,0,0,1,9,0,0,9,0,0,0,15,0,0,0,0,21,2,0,2,0,0,0,0,0,0,3,1,0.5026846148812485,0.4973153851187477,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1277,92,0.4759447008775792,0.5240552991224341,0,0,0
1,1,0,1,1,0,0,1,7,1,0,7,24,0,0,97,0,0,0,0,22,2,0,1,1,0,0,0,0,0,1388,17,0.6177544278150853,0.3822455721849048,1,2,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,23,2,0,1,0,0,0,0,0,0,392,161,0.47546153763179894,0.5245384623681985,1,1,0
1,0,0,1,1,0,0,1,17,0,0,17,165,0,0,260,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,1068,0.9761998683508872,0.023800131649104658,1,1,0
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24,2,0,2,0,0,0,0,0,0,3,1,0.4628069037552787,0.5371930962447142,0,0,0
1,0,0,1,1,1,0,1,22,0,0,22,287,3,0,228,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1868616,0,0.9443728508552677,0.05562714914473244,1,2,0
1,1,0,1,1,1,0,1,21,1,0,21,21,2,0,107,0,0,0,0,26,2,0,1,0,0,0,0,0,0,8761633,0,2.230787576108709e-24,1.0,1,1,0
1,0,0,1,1,1,0,1,11,0,0,11,11,1,0,18,0,0,0,0,24,2,0,1,0,0,0,0,0,0,3677,3999,0.5223179507574434,0.47768204924257024,1,2,0
1,1,0,1,1,0,0,1,3,2,0,3,3,0,0,3,0,0,0,0,22,2,0,1,0,0,0,0,0,0,128896,63502,0.32008769040088764,0.6799123095991212,0,0,0
1,1,0,1,1,0,0,1,36,1,0,36,3,0,0,136,0,0,0,0,28,2,0,1,0,0,0,0,0,0,12638,3078,0.736855200359641,0.2631447996403497,1,3,0
1,1,0,1,1,1,0,1,55,7,0,55,87,4,0,358,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1910,15,0.9939157971166195,0.006084202883383846,0,0,0
1,1,0,1,1,1,0,1,65,2,0,65,48,7,0,498,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1748,23,0.999727840925646,0.0002721590743483958,1,4,0
1,0,0,1,1,1,0,1,12,0,0,12,10,1,0,351,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1458,394,0.9773264559902494,0.022673544009741083,1,2,0
1,1,0,1,1,1,0,1,58,2,0,58,7,1,0,366,0,0,0,0,28,2,0,2,0,0,0,0,0,0,2955,28,0.9907889696049043,0.00921103039509515,1,1,0
1,1,0,1,1,1,0,1,97,1,0,97,174,1,0,1485,0,0,0,0,24,2,0,1,0,0,0,0,0,0,345,30,1.0,8.151622638410331e-27,1,10,0
1,1,0,1,1,1,0,1,45,3,0,45,62,1,0,155,0,0,0,0,27,2,0,1,0,0,0,0,0,0,11764,2723,0.8510999229396171,0.14890007706039676,1,4,0
1,1,0,1,1,1,1,1,60,5,0,60,214,2,1,381,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1207,23,0.9993073281494903,0.0006926718505207178,1,1,0
1,1,0,1,1,0,0,1,36,3,0,36,69,0,0,236,0,0,0,0,24,2,0,1,0,0,0,0,0,0,3524492,0,0.0018416773498452688,0.9981583226501599,1,1,0
1,1,0,1,1,0,0,1,23,2,0,23,29,0,0,250,0,0,0,0,15,2,0,1,0,0,0,0,0,0,43503,845,0.9147178305616426,0.08528216943835959,1,1,0
1,0,0,1,1,1,0,1,13,0,0,13,13,1,0,75,0,0,0,0,22,2,0,1,0,0,0,0,0,0,2965,908,0.5905667868806336,0.4094332131193557,1,3,0
1,1,0,1,1,1,0,1,10,65,0,10,128,1,0,308,0,0,0,0,23,2,0,1,0,0,0,0,0,0,1097,427,0.9806654926881182,0.019334507311870797,1,3,0
1,0,0,1,1,0,0,1,9,0,0,9,37,0,0,91,0,0,0,0,18,2,0,1,0,0,0,0,0,0,4878,165,0.6422412225049284,0.3577587774950789,1,2,0
1,1,0,1,1,0,0,1,8,1,0,8,2,0,0,14,0,0,0,0,23,2,0,1,0,0,0,0,0,0,883,88,0.49728817496939987,0.5027118250306127,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,0,0,0,0,0,0,136301,0,0.4621040062391824,0.5378959937608305,0,0,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,21,2,0,2,0,0,0,0,0,0,956,4,0.5029265066327332,0.49707349336726675,1,1,0
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,28,0,0,0,0,17,2,0,1,0,0,0,0,0,0,6373,3,0.5126557916216686,0.48734420837832404,1,1,0
1,1,0,1,1,1,0,1,9,2,0,9,53,1,0,223,0,0,0,0,20,2,0,1,0,0,0,0,0,0,338799,0,0.8654269081667672,0.13457309183323912,1,1,0
1,1,0,1,1,0,0,1,34,1,0,34,111,0,0,307,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1395,137,0.9832116094239152,0.01678839057608928,1,3,0
1,1,0,1,1,1,0,1,148,25,0,148,38,1,0,301,0,0,0,0,19,2,0,1,0,0,0,0,0,0,401,243,0.997613853041976,0.0023861469580261363,1,1,0
1,1,0,1,0,0,0,1,4,1,0,4,0,0,0,1,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2500,875,0.4876552299506409,0.51234477004935,1,1,0
1,0,0,1,1,0,0,1,2,0,0,2,34,0,0,22,0,0,0,0,35,2,0,1,0,0,0,0,0,0,1045,372,0.49606191845206,0.5039380815479413,1,1,0
1,1,0,1,0,1,0,1,9,2,0,9,0,1,0,1,0,0,0,0,24,2,0,1,0,0,0,0,0,0,3823,865,0.4898355425089935,0.5101644574910061,1,1,0
1,1,0,1,1,0,0,1,24,10,0,24,15,0,0,31,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1631,263,0.5900569572449255,0.40994304275508403,0,0,0
1,1,0,1,1,0,0,1,8,1,0,8,5,0,0,42,0,0,0,0,22,2,0,1,0,0,0,0,0,0,0,0,0.5254260392398808,0.4745739607601078,0,0,0
1,0,0,1,1,0,0,1,24,0,0,24,42,0,0,85,0,0,0,0,14,2,0,1,0,0,0,0,0,0,949,44,0.6943371797272649,0.3056628202727425,1,1,0
1,1,0,1,1,1,0,1,19,1,0,19,18,1,0,80,0,3,0,0,21,2,0,1,0,0,0,0,0,0,994,488,0.6255996846298906,0.3744003153701033,0,0,0
1,0,0,1,0,0,0,1,3,0,0,3,0,0,0,1,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1253,216,0.48350772081205184,0.5164922791879383,0,0,0
1,0,0,1,1,0,0,1,12,0,0,12,136,0,0,447,0,0,0,0,25,2,0,1,0,0,0,0,0,0,960,18,0.998900034069837,0.0010999659301632499,1,1,0
1,1,0,1,1,1,0,1,35,1,0,35,139,1,0,450,0,0,0,0,15,2,0,1,0,0,0,0,0,2,1380,35,0.9993526768594183,0.0006473231405856767,1,1,0
1,0,0,1,1,0,0,1,10,0,0,10,12,0,0,124,0,0,0,0,23,2,0,1,0,0,0,0,0,0,0,30,0.6535360179028346,0.346463982097169,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,2,0,2,0,0,0,0,0,0,2157,340,0.47601602121165076,0.5239839787883384,0,0,0
1,1,0,1,1,1,0,1,70,5,0,70,60,1,0,561,0,0,0,0,18,2,0,1,0,0,0,0,0,0,373,127,0.9999611985495177,3.880145048932676e-05,1,1,0
1,0,0,1,1,0,0,1,3,0,0,3,11,0,0,62,0,0,0,0,19,2,0,1,0,0,0,0,0,0,2654,2368,0.5484734771181833,0.4515265228818083,0,0,0
1,0,0,1,1,0,0,1,12,0,0,12,7,0,0,217,0,0,0,0,18,2,0,1,0,0,0,0,0,0,3288,167,0.835724602837499,0.1642753971624998,0,0,0
1,1,0,1,1,0,0,1,16,1,0,16,23,0,0,182,0,0,0,0,20,2,0,1,0,0,0,0,0,0,745,142,0.7936750307846779,0.20632496921533067,1,3,0
1,0,0,1,1,0,0,1,94,0,0,94,57,0,0,490,0,0,0,0,18,2,0,1,0,0,0,0,0,0,71656,4942,0.999835981579096,0.00016401842091064863,1,1,0
1,1,0,1,1,0,0,1,18,1,0,18,28,0,0,99,0,0,0,0,17,2,0,1,0,0,0,0,0,3,1005,1279,0.6695334133131638,0.33046658668683354,1,1,0
1,1,0,1,1,1,0,1,42,2,0,42,248,1,0,513,0,0,0,0,23,2,0,1,0,0,0,0,0,0,399,8,0.9999747332173917,2.526678260552927e-05,1,1,0
1,0,0,1,1,0,0,1,14,0,0,14,12,0,0,299,0,0,0,0,22,2,0,1,0,0,0,0,0,0,1676,420,0.9444059925564825,0.055594007443516315,1,1,0
1,0,0,1,1,0,0,1,8,0,0,8,1,0,0,29,0,0,0,0,25,2,0,2,0,0,0,0,0,0,3,1,0.5010780785804049,0.4989219214195815,1,1,0
1,0,0,1,0,0,0,1,9,0,0,9,0,0,0,15,0,0,0,0,25,2,0,2,0,0,0,0,0,0,3,1,0.49297158990317386,0.5070284100968266,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1832,66,0.4798716634047012,0.5201283365952943,0,0,0
1,1,0,1,1,1,0,1,367,1,0,367,256,1,0,820,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1382,47,1.0,2.1881881880800468e-15,1,4,0
1,1,0,1,1,0,0,1,25,1,0,25,2,0,0,197,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1211,82,0.8161817549547373,0.18381824504525246,1,1,0
1,1,0,1,1,1,0,1,17,5,0,17,27,1,0,104,0,0,0,0,19,2,0,1,0,0,0,0,0,1,3509,3453,0.672983971798012,0.3270160282019929,0,0,0
1,0,0,1,1,1,0,1,46,0,0,46,123,1,0,428,0,0,0,0,21,2,0,2,0,0,0,0,0,0,750,17,0.9988691136384822,0.0011308863615149736,1,2,0
1,1,0,1,1,0,0,1,34,1,0,34,3,0,0,30,0,0,0,0,20,2,0,1,0,0,0,0,0,0,2428,237,0.6089095219942932,0.39109047800570584,1,1,0
1,1,0,1,1,1,0,1,19,1,0,19,148,1,0,853,0,0,0,0,19,2,0,1,0,0,0,0,0,0,2189,45,0.9999999990888284,9.111714265641505e-10,1,2,0
1,0,0,1,0,1,0,1,2,0,0,2,0,1,0,31,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1100,91,0.49758423701154325,0.502415762988457,1,1,0
1,0,0,1,1,0,0,1,20,0,0,20,56,0,0,228,0,0,0,0,19,2,0,1,0,0,0,0,0,0,0,191,0.8985274467947266,0.10147255320527486,1,5,0
1,1,0,1,1,1,0,1,6,1,0,6,35,1,0,282,0,1,0,0,23,2,0,1,0,0,0,0,0,0,446,372,0.9298740990024338,0.0701259009975547,1,1,0
1,1,0,1,1,0,0,1,44,2,0,44,42,0,0,324,0,0,0,0,22,2,0,2,0,0,0,0,0,0,411,154,0.980304028025702,0.01969597197428831,0,0,0
1,1,0,1,1,1,0,1,26,2,0,26,1,1,0,75,0,1,0,0,19,2,0,1,0,0,0,0,0,0,309,202,0.626041519446506,0.3739584805534817,1,3,0
1,1,0,1,1,1,0,1,19,2,0,19,71,1,0,290,0,0,0,0,24,2,0,1,0,0,0,0,0,0,4467,1958,0.9589687420078026,0.041031257992210975,1,2,0
1,1,0,1,1,0,0,1,14,3,0,14,51,0,0,203,0,0,0,0,21,2,0,1,0,0,0,0,0,0,3609,166,0.8501901544816209,0.14980984551836676,0,0,0
1,1,0,1,1,1,0,1,16,2,0,16,521,2,0,735,0,0,0,0,19,2,0,1,0,0,0,0,0,0,3063,289,0.9999999999635634,3.644546672403988e-11,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,0,0,0,0,1160,33,0.4835330388070311,0.5164669611929769,0,0,0
1,0,0,1,1,0,0,1,13,0,0,13,17,0,0,193,0,0,0,0,14,2,0,1,0,0,0,0,0,0,479,14,0.8084611261999969,0.1915388738000148,0,0,0
1,0,0,1,1,1,0,1,17,0,0,17,151,1,0,200,0,0,0,0,19,2,0,1,0,0,0,0,0,0,7762,7570,0.9409693931914654,0.059030606808537216,1,1,0
1,1,0,1,1,0,0,1,44,3,0,44,222,0,0,737,0,0,0,0,16,2,0,1,0,0,0,0,0,0,772,40,0.9999999758163941,2.418360914874516e-08,1,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23,2,0,2,0,0,0,0,0,0,6343393,0,2.489759487689267e-13,0.9999999999997442,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1036,583,0.47013549382837727,0.5298645061716253,0,0,0
1,1,0,1,1,1,0,1,30,3,0,30,139,1,0,346,0,0,0,0,18,2,0,1,0,0,0,0,0,0,8849,156,0.9934706071867324,0.006529392813278093,1,1,0
1,1,0,1,1,1,0,1,25,2,0,25,87,1,0,277,0,0,0,0,17,2,0,1,0,0,0,0,0,0,1031,3,0.9619130111684634,0.038086988831528334,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1819,1638,0.46906340914212563,0.5309365908578749,0,0,0
1,1,0,1,1,1,0,1,24,2,0,24,49,1,0,178,0,0,0,0,19,2,0,1,0,0,0,0,0,0,59440,61980,0.7262380041137835,0.2737619958862074,1,14,0
1,1,0,1,1,0,0,1,31,39,0,31,73,0,0,321,0,0,0,0,15,2,0,1,0,0,0,0,0,0,3582,48,0.9814448763401485,0.01855512365984653,1,1,0
1,0,0,1,1,0,0,1,15,0,0,15,202,0,0,271,0,0,0,0,18,2,0,1,0,0,0,0,0,0,13966,2910,0.9876986231889703,0.012301376811027297,1,1,0
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,1,0,0,0,0,24,2,0,1,0,0,0,0,0,0,501,162,0.4739408518783643,0.5260591481216493,0,0,0
1,0,0,1,1,0,0,1,11,0,0,11,1,0,0,49,0,0,0,0,14,2,0,1,0,0,0,0,0,1,2951656,0,0.0024454386750919384,0.9975545613249223,1,1,0
1,1,0,1,1,1,0,1,12,1,0,12,78,1,0,262,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1530,485,0.9403163419340449,0.05968365806596602,1,2,0
1,0,0,1,1,0,0,1,26,0,0,26,29,0,0,1445,0,0,0,0,21,2,0,2,0,0,0,0,0,0,1533,11,1.0,2.5783662322117743e-24,1,2,0
1,1,0,1,0,1,0,1,12,1,0,12,0,1,0,3,0,0,0,0,18,2,0,2,0,0,0,0,0,2,762,44,0.511463317333133,0.48853668266687533,0,0,0
1,1,0,1,1,1,0,1,13,1,0,13,119,2,0,460,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1838,4,0.9991232068714275,0.0008767931285813578,1,8,0
1,1,0,1,0,1,0,0,19,1,0,19,0,1,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,319,22,0.5289170699842856,0.4710829300157259,0,0,0
1,0,0,1,1,0,0,1,14,0,0,14,1,0,0,299,0,0,0,0,25,2,0,1,0,0,0,0,0,0,6806,145,0.93964861637424,0.060351383625748815,1,1,0
1,1,0,1,1,1,0,1,57,3,0,57,119,2,0,767,0,0,0,0,23,2,0,2,0,0,0,0,0,0,572,36,0.9999999747895462,2.52104578231131e-08,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,0,974,114,0.47798108458024596,0.5220189154197464,0,0,0
1,1,0,1,1,1,0,1,26,2,0,26,1,1,0,40,0,0,0,0,17,2,0,1,0,0,0,0,0,0,736,87,0.5914594056243097,0.4085405943756852,1,4,0
1,0,0,1,1,0,0,1,21,0,0,21,21,0,0,135,0,0,0,0,21,2,0,1,0,0,0,0,0,0,1091,27,0.7199758425590923,0.2800241574409146,0,0,0
1,0,0,1,1,0,0,1,17,0,0,17,18,0,0,84,0,0,0,0,23,2,0,1,0,0,0,0,0,0,918,464,0.6196105633392307,0.3803894366607663,1,2,0
1,1,0,1,1,1,0,0,4,1,0,4,2,1,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,2350,1633,0.48622537870307864,0.5137746212969194,0,0,0
1,1,0,1,1,0,0,1,73,26,0,73,92,0,0,407,0,0,0,0,20,2,0,1,0,0,0,0,0,0,1368,311,0.9985797709680012,0.001420229031989812,1,2,0
1,1,0,1,1,1,0,1,22,17,0,22,32,1,0,95,0,0,0,0,18,2,0,2,0,0,0,0,0,0,973,22,0.6837640012450902,0.31623599875491015,0,0,0
1,0,0,1,1,0,0,1,13,0,0,13,15,0,0,113,0,0,0,0,19,2,0,1,0,0,0,0,0,0,1344,672,0.6562714481740424,0.3437285518259549,1,1,0
1,1,0,1,1,1,0,1,21,1,0,21,10,1,0,150,0,0,0,0,23,2,0,2,0,0,0,0,0,0,2341,36,0.7304216255202581,0.26957837447974903,1,1,0
1,1,0,1,1,1,0,1,15,2,0,15,28,1,0,50,0,0,0,0,18,2,0,1,0,0,0,0,0,0,2691,1815,0.599004822762631,0.4009951772373582,0,0,0
1,1,0,1,1,1,0,1,18,2,0,18,23,1,0,90,0,0,0,0,15,2,0,1,0,0,0,0,0,0,1846,102,0.6542677312965983,0.34573226870339024,0,0,0
1,1,0,1,1,1,0,1,33,1,0,33,53,1,0,164,0,3,0,0,15,2,0,1,0,0,0,0,0,0,16,6,0.8397918746887802,0.16020812531122425,1,2,0
1,0,0,1,1,0,0,1,22,0,0,22,59,0,0,156,0,0,0,0,16,2,0,1,0,0,0,0,0,0,24582,503,0.8100893176274233,0.18991068237257128,1,3,0
1,1,0,1,1,0,0,1,30,15,0,30,51,0,0,679,0,9,0,0,22,2,0,1,0,0,0,0,0,0,1130,405,0.9999980524323953,1.94756759571655e-06,1,1,0
1,0,0,1,1,0,0,1,39,0,0,39,43,0,0,95,0,0,0,0,24,2,0,1,0,0,0,0,0,0,1266,489,0.7390143755927914,0.2609856244072136,1,1,0
1,1,0,1,1,1,0,0,24,2,0,24,1,1,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,0,15179,1199,0.5497985288510927,0.4502014711489108,0,0,0
1,1,0,1,1,0,0,1,3,26,0,3,26,0,0,326,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1450,5,0.964202696636345,0.035797303363660854,1,2,0
1,1,0,1,1,1,0,1,39,2,0,39,187,1,0,663,0,0,0,0,19,2,0,1,0,0,0,0,0,2,1744,89,0.9999993276699102,6.723300891337717e-07,1,2,0
1,0,0,1,1,0,0,1,34,0,0,34,7,0,0,134,0,0,0,0,22,2,0,2,0,0,0,0,0,0,3,1,0.7400801730630443,0.2599198269369684,0,0,0
1,1,0,1,1,1,0,1,13,3,0,13,3,1,0,101,0,0,0,0,27,2,0,1,0,0,0,0,0,0,0,1491,0.6056065519684132,0.3943934480315978,0,0,0
1,1,0,1,1,0,0,1,15,2,0,15,1,0,0,19,0,0,0,0,21,2,0,2,0,0,0,0,0,0,5180,80,0.5270921738796983,0.4729078261202901,1,1,0
1,0,0,1,1,0,0,1,28,0,0,28,60,0,0,1201,0,0,0,0,21,2,0,2,0,0,0,0,0,0,1753,7,1.0,2.450668773767121e-17,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1037,40,0.4738057920742098,0.5261942079257784,0,0,0
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,20,0,0,0,0,16,2,0,1,0,0,0,0,0,0,1424,240,0.499824417436608,0.5001755825633842,0,0,0
1,0,0,1,1,0,0,1,9,0,0,9,3,0,0,125,0,0,0,0,18,2,0,1,0,0,0,0,0,0,1438,1704,0.6539014199222928,0.3460985800777048,0,0,0
1,1,0,1,1,0,0,1,19,125,0,19,250,0,0,505,0,0,0,0,18,2,0,1,0,0,0,0,0,0,953,280,0.9999593618236304,4.0638176376677545e-05,1,3,0
1,0,0,1,1,0,0,1,4,0,0,4,9,0,0,138,0,0,0,0,21,2,0,1,0,0,0,0,0,0,969,6,0.6631147074335939,0.33688529256640726,1,2,0
1,1,0,1,1,1,0,1,24,1,0,24,3,1,0,71,0,3,0,0,20,2,0,1,0,0,0,0,0,0,1059,550,0.6143514295151126,0.3856485704848988,0,0,0
1,1,0,1,1,1,0,1,100,1,0,100,74,2,0,320,1,1,0,0,15,2,0,1,0,0,0,0,0,0,1139,318,0.9951234365361091,0.004876563463899855,1,13,0
1,0,0,1,1,0,0,1,19,0,0,19,41,0,0,40,0,0,0,0,19,2,0,1,0,0,0,0,0,0,23750,24159,0.6134704896587487,0.3865295103412489,1,1,0
1,0,0,1,0,0,0,1,39,0,0,39,0,0,0,97,0,0,0,0,16,2,0,1,0,0,0,0,0,0,552,603,0.7053733979171424,0.29462660208284647,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20,2,0,2,0,0,0,0,0,0,2308,79,0.4692884332862169,0.5307115667137794,0,0,0
