Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,probability0,probability1,presence of form,No of form,Output
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,40,3,0,2,0,0,0,0,0,3,6001,2145,0.41825551701142094,0.5817444829885698,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,7,1,0,0,0,0,5,0,0,0.27331354652176393,0.7266864534782269,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,4,0,0,0,0,0,21,0,0,0.2633544628904977,0.7366455371094951,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,43,3,0,3,1,0,0,0,0,0,0,0,0.42191371938156014,0.5780862806184522,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,0,0,0,0.4350520712497767,0.5649479287502147,1,1,1
1,0,0,1,1,0,0,1,3,0,0,3,5,0,0,3,0,0,0,0,53,3,0,6,0,0,0,0,0,4,6001,2145,0.3782197782234773,0.6217802217765231,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,6,2,0,0,0,0,0,0,0,0.3707427916397183,0.6292572083602868,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,1,0,0,0,0,0,0,0,0.45457441552670885,0.5454255844733046,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,6,1,0,0,0,0,0,0,0,0.3786399216816103,0.6213600783183895,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,36,3,0,2,2,0,0,0,0,0,0,0,0.44660912127050867,0.5533908787295049,1,1,1
1,1,0,1,0,0,0,1,23,5,0,23,0,0,0,21,0,0,0,0,33,3,0,2,0,0,0,0,0,0,0,0,0.5237273859670091,0.4762726140329941,1,2,1
1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,40,3,0,2,4,0,0,0,0,0,0,0,0.4206050074122795,0.579394992587719,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,3,0,1,0,0,0,0,0,1,461868,0,0.42446662649521955,0.5755333735047906,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,0,12,3880036,0,7.698554737489383e-06,0.999992301445265,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,6,1,0,0,0,0,0,0,0,0.3031162110890491,0.6968837889109429,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,6,1,0,1,0,0,10,0,0,0.2704960644656318,0.7295039355343736,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,3,0,0,0,0,0,0,0,0.3628985073725776,0.6371014926274112,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,1,0,0,0,0,0,6753864,0,2.320724584127584e-15,1.0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,5,0,0,6,0,0,0,0,40,3,0,2,0,0,0,0,0,4,6001,2145,0.4267349736417485,0.57326502635825,0,0,1
1,0,0,1,0,0,0,1,5,0,0,5,0,0,0,16,0,0,0,0,73,6,0,7,2,0,0,0,0,4,6803,152,0.2931746595205575,0.7068253404794494,1,3,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,3,0,1,2,0,0,0,0,0,0,0,0.4349710386592098,0.5650289613407887,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,0.27700165660392123,0.7229983433960819,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,5,0,0,3,0,0,0,0,49,3,0,5,2,0,0,0,0,3,6001,2145,0.3948686148646697,0.6051313851353395,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,6,3,0,0,0,0,0,0,0,0.3208093308941371,0.6791906691058764,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,5,0,0,0,0,73,4,1,5,0,0,0,0,0,16,0,0,0.27425097124569736,0.725749028754299,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,5,0,0,0,0,0,0,0,0,0.36682778458631676,0.6331722154136751,0,0,1
1,1,0,1,1,0,0,1,30,3,0,30,116,0,0,462,0,0,0,0,23,3,0,1,1,0,0,0,0,0,3978,1070,0.9992807434073747,0.0007192565926326347,1,2,1
1,0,0,1,1,0,0,1,1,0,0,1,4,0,0,3,0,0,0,0,73,3,0,6,3,0,0,0,0,5,6803,152,0.2813876056025782,0.7186123943974112,1,1,1
1,1,0,1,1,0,0,1,21,10,0,21,8,0,0,32,0,0,0,0,41,3,0,2,2,0,0,0,0,2,0,0,0.5080756961993371,0.4919243038006747,1,2,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,3,0,5,3,2,0,0,0,21,0,0,0.26301826654532795,0.7369817334546779,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,5,0,0,3,0,0,0,0,52,3,0,5,0,0,0,0,0,3,6001,2145,0.3831960888842571,0.6168039111157374,0,0,1
1,0,0,1,1,1,0,1,75,0,0,75,5,1,0,6,0,0,0,0,26,3,0,3,0,0,0,0,0,0,58249,715,0.7491294412550107,0.2508705587449761,1,1,1
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,2,0,0,0,0,73,7,1,6,0,0,0,0,0,3,262691,0,0.2767852515640297,0.7232147484359743,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,34,3,0,2,1,0,0,0,0,0,0,0,0.4321175927734405,0.5678824072265496,0,0,1
1,0,0,1,1,1,0,1,3,0,0,3,2,2,0,8,0,0,0,0,40,3,1,1,2,0,1,0,0,0,0,0,0.42747874602958336,0.572521253970429,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,6,2,0,0,0,0,0,0,0,0.3627994898784158,0.6372005101215916,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,3,0,5,3,2,0,0,0,21,0,0,0.26301826654532795,0.7369817334546779,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,8,0,0,0,0,0,5,1392,1159,0.36058139736823863,0.6394186026317488,0,0,1
1,0,0,1,1,1,0,1,3,0,0,3,2,2,0,8,0,0,0,0,33,3,1,1,2,0,1,0,0,0,0,0,0.45014698405289616,0.5498530159471053,1,3,1
1,1,0,1,1,0,1,1,15,1,0,15,17,0,1,19,0,0,0,0,33,3,0,4,0,0,0,0,0,0,0,0,0.514812594254204,0.48518740574580876,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,6,3,0,0,0,0,0,0,0,0.32513354865442534,0.6748664513455793,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,3,0,0,0,0,0,0,0,0.3628985073725776,0.6371014926274112,0,0,1
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,73,4,1,6,0,0,1,0,0,15,0,0,0.29627124342861594,0.7037287565713811,1,1,1
1,0,0,1,0,0,0,1,3,0,0,3,0,0,0,73,0,0,0,0,34,4,0,1,0,0,0,0,0,0,0,0,0.5057802648456002,0.49421973515440687,1,1,1
1,0,0,1,1,0,0,1,11,0,0,11,32,0,0,38,0,0,0,0,43,4,0,2,1,0,0,0,0,0,0,0,0.5051737495530136,0.49482625044697787,1,3,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,2,0,0,0,0,0,1,0,0,0.40080009891948526,0.5991999010805154,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,6,3,0,0,0,0,0,0,0,0.3208093308941371,0.6791906691058764,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,0.27700165660392123,0.7229983433960819,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,3,0,5,3,2,0,0,0,21,0,0,0.26301826654532795,0.7369817334546779,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,6,1,0,0,0,0,0,0,0,0.3423868703704363,0.6576131296295703,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,36,3,0,2,2,0,0,0,0,0,0,0,0.4459426791464017,0.5540573208535928,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,3,0,0,0,0,0,0,0,0,0.40144835362273246,0.5985516463772583,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,3,0,5,3,2,0,0,0,21,0,0,0.26301826654532795,0.7369817334546779,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,1,1,0,0,0,0,0,0,0,0.4465093765020505,0.5534906234979604,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,5,0,0,0,0,0,0,0,0,0.27700165660392123,0.7229983433960819,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,5,0,0,0,0,0,1,0,0,0.36619468982641895,0.6338053101735743,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,43,3,0,3,1,0,0,0,0,0,0,0,0.42063467654327563,0.5793653234567208,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,7,1,1,0,0,0,5,0,0,0.27330196190921063,0.7266980380907935,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,1,0,0,0,0,36,3,1,1,0,1,0,0,0,0,15154,12988,0.44233964705310685,0.5576603529468984,1,1,1
1,0,0,1,0,0,0,1,5,0,0,5,0,0,0,16,0,0,0,0,73,6,0,7,2,0,0,0,0,5,6803,152,0.29255475588405616,0.7074452441159447,1,3,1
1,0,0,1,1,1,0,1,3,0,0,3,2,2,0,8,0,0,0,0,38,3,1,1,1,0,1,0,0,0,0,0,0.4343700353614847,0.5656299646385108,1,3,1
1,0,0,1,0,0,0,1,5,0,0,5,0,0,0,3,0,0,0,0,44,4,0,2,0,0,0,0,0,0,0,0,0.4140466072884151,0.585953392711593,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,1,0,0,0,0,0,0,0,0,0.4350520712497767,0.5649479287502147,1,1,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,1,0,0,0.2787139357721218,0.7212860642278799,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,0,5,3,0,0,0,0,4,0,0,0.2744456567107779,0.7255543432892153,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0,7,1,0,0,0,0,0,0,0,0.328842049564367,0.6711579504356431,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,43,4,0,1,2,0,0,0,0,0,0,0,0.4207454153138392,0.5792545846861614,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,5,3,0,0,0,0,0,0,0,0.3626856968968485,0.6373143031031516,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,3,0,0,0,0,29,5,0,2,0,0,0,0,0,0,0,0,0.4575404408031619,0.5424595591968403,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,51,3,0,2,4,0,0,0,0,0,0,0,0.3912257035828679,0.6087742964171304,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,1,1,0,0,0,0,0,0,0,0.4492578399241957,0.5507421600757962,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,3,0,0,31,0,0,0,0,32,3,0,1,1,0,0,0,0,0,0,0,0.4671431054097722,0.5328568945902216,1,1,1
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,30,0,0,0,0,37,5,0,1,0,0,0,0,0,0,0,0,0.45997357591956417,0.5400264240804344,1,2,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,3,0,1,2,0,0,0,0,0,0,0,0.4349710386592098,0.5650289613407887,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,8,0,0,39,0,0,0,0,42,3,0,3,2,0,0,0,0,0,0,0,0.44684875927118706,0.553151240728801,1,2,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,40,3,0,2,2,0,0,0,0,0,0,0,0.4313211304062515,0.5686788695937617,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,8,1,0,0,0,0,19,1392,1159,0.3039417003528501,0.6960582996471426,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,8,0,0,39,0,0,0,0,33,3,0,2,2,0,0,0,0,0,0,0,0.4770672366714341,0.5229327633285757,1,2,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,60,3,0,3,4,0,0,0,0,0,0,0,0.35318959232006353,0.6468104076799316,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,5,0,0,0,0,73,4,1,5,0,0,0,0,0,14,0,0,0.27572357037409173,0.7242764296259198,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,5,0,0,0,0,0,0,0,0,0.3709939947100873,0.6290060052899048,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,2,0,0,0,0,0,1,0,0,0.43369657564577263,0.5663034243542392,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,29,3,0,2,1,0,0,0,0,0,0,0,0.44816374911801415,0.5518362508819917,0,0,1
1,1,0,1,1,0,0,1,45,2,0,45,6,0,0,32,0,0,0,0,73,7,0,8,0,0,0,0,0,14,0,0,0.44055966604151336,0.5594403339584766,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,0,2,1008106,12996,0.17818465957584406,0.8218153404241648,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,38,3,0,2,1,0,0,0,0,0,0,0,0.43759944424211944,0.5624005557578868,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,41,2,0,1,2,0,0,0,0,0,0,0,0.42830597788369423,0.5716940221163173,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,5,2,0,0,0,0,0,0,0,0.3670127170493865,0.6329872829506219,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35,3,0,2,0,0,0,0,0,0,0,0,0.4316711734305766,0.5683288265694191,0,0,1
1,1,0,1,1,1,0,1,12,3,0,12,5,1,0,14,0,0,0,0,38,3,0,2,0,0,0,0,0,3,6001,2145,0.4708159114413704,0.5291840885586334,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,2,0,0,0,0,1,1497,524,0.2760403425660743,0.7239596574339154,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,2,0,0,0,0,0,0,0,0.3667988829604952,0.6332011170395015,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,33,3,0,1,2,0,0,0,0,0,0,0,0.45556758317461277,0.5444324168253791,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,1,1,0,0,0,0,0,0,0,0.43790796846996677,0.562092031530028,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,5,0,0,3,0,0,0,0,56,3,0,5,4,0,0,0,0,3,6001,2145,0.36620323183916226,0.633796768160831,0,0,1
1,0,0,1,1,0,0,1,21,0,0,21,4,0,0,21,0,0,0,0,73,7,0,8,0,0,0,0,0,1,9161555,0,3.4832341643433106e-27,1.0,1,2,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,3,0,0,0,0,39,3,0,2,0,0,0,0,0,3,6001,2145,0.421645545341319,0.5783544546586857,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,51,3,0,2,2,0,0,0,0,0,0,0,0.3902260264957624,0.6097739735042317,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,44,3,0,2,1,0,0,0,0,0,0,0,0.4185061418067696,0.5814938581932225,1,1,1
1,0,0,1,1,0,0,1,3,0,0,3,1,0,0,3,0,0,0,0,28,4,0,2,0,0,0,0,0,0,0,0,0.46052918075278826,0.5394708192472016,0,0,1
1,1,0,1,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,36,3,0,2,0,0,0,0,0,0,107875,2314,0.43269629020375816,0.5673037097962496,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,0,5,0,0,0,0,0,3,0,0,0.31024063528738866,0.6897593647126122,0,0,1
1,1,0,1,1,1,0,1,79,539,0,79,1139,1,0,1177,0,0,0,0,24,3,0,1,1,0,0,0,0,0,0,0,1.0,8.209583330430389e-33,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,5,0,0,0,0,0,0,0,0,0.3749038709551633,0.625096129044832,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,2,1,0,0,0,0,0,0,0,0.45941267638187927,0.5405873236181166,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,3,0,0,31,0,0,0,0,32,3,0,2,1,0,0,0,0,0,0,0,0.46690699181014805,0.5330930081898533,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,2,1,0,0,0,0,0,0,0,0.43767449437393174,0.5623255056260795,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,9,0,0,241,0,0,0,0,45,2,0,2,2,0,0,0,0,0,0,0,0.8195009218567019,0.18049907814329766,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,1,2,0,0,0,0,0,0,0,0.4222861606591921,0.5777138393408165,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,1,0,0,0,0,0,0,0,0,0.4016830807454035,0.5983169192545982,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,38,3,0,2,0,0,0,0,0,0,0,0,0.4396476522708515,0.5603523477291394,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,5,1,0,0,0,0,0,0,0,0.37087204512809924,0.6291279548718937,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,1,3,0,0,0,0,0,0,0,0,0.29084660232266873,0.7091533976773292,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,0,1,0,0,0.2757286731418341,0.7242713268581739,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,1,0,0,0,0,0,0,0,0.431648754964493,0.568351245035502,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,3,0,0,15,0,0,0,0,28,3,0,2,1,0,0,0,0,0,0,0,0.46673145421634465,0.5332685457836482,1,1,1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,5,1,4,0,0,0,0,0,7,0,0,0.2870982651445599,0.7129017348554425,0,0,1
1,0,0,1,1,0,0,1,72,0,0,72,1,0,0,1,0,0,0,0,40,3,0,2,0,0,0,0,0,10,304,442,0.6899331968624476,0.3100668031375416,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,4,4,0,0,0,0,0,0,0,0.3748520507355225,0.6251479492644858,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,5,1,0,0,0,0,0,0,0,0.3160955402813013,0.6839044597186994,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,2,0,0,0,0,0,0,0,0.3667988829604952,0.6332011170395015,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,1,0,0,5,0,0,0,0,29,3,0,1,0,0,0,0,0,0,0,0,0.45623907058411123,0.5437609294158752,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,1,1,0,0,0,0,0,0,0,0.4316556281030611,0.5683443718969303,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,0.2768111182762425,0.7231888817237582,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,31,3,0,1,2,0,0,0,0,0,0,0,0.460225853964327,0.5397741460356607,1,1,1
1,0,0,1,1,0,0,1,1,0,0,1,19,0,0,5,0,0,0,0,73,6,1,6,1,1,1,0,0,15,0,0,0.2912237021305107,0.7087762978694833,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,6,1,0,0,0,0,0,0,0,0.2761537727561792,0.7238462272438085,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,3,1,0,0,0,0,4,32755,272,0.3916860273179754,0.608313972682032,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,2,1,0,0,0,0,6,0,0,0.42430372176168113,0.575696278238332,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24,3,0,2,1,0,0,0,0,0,0,0,0.46244699935024436,0.537553000649767,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,2,0,0,6,0,0,0,0,41,3,0,2,0,0,0,0,0,5,6001,2145,0.4160194289297181,0.5839805710702753,0,0,1
1,1,0,1,1,1,0,1,79,539,0,79,1139,1,0,1177,0,0,0,0,27,3,0,1,2,0,0,0,0,0,0,0,1.0,8.472929352182493e-33,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,2,0,0,0,0,0,0,0,0,0.44359616142738734,0.5564038385725988,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,5,0,9,1,0,0,0,0,4,0,0,0.28688066484502034,0.7131193351549685,0,0,1
1,0,0,1,1,1,0,1,5,0,0,5,7,7,0,184,0,0,0,0,33,3,0,2,0,0,0,0,0,0,0,0,0.7303293014512054,0.26967069854880665,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,0.2768111182762425,0.7231888817237582,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,1,1,0,0,0,0,0,0,0,0.4124469590670829,0.5875530409329172,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,33,3,0,1,2,0,0,0,0,0,0,0,0.4542666882411994,0.5457333117588061,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,4,2,0,0,0,0,0,0,0,0.3592053072415055,0.6407946927584803,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,15,0,0,0,0,39,4,0,1,1,0,0,0,0,0,0,0,0.4342469075175015,0.5657530924824894,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,13,0,0,0,0,41,3,0,2,1,0,0,0,0,0,0,0,0.42614133232873896,0.5738586676712586,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,29,3,0,1,0,0,0,0,0,0,0,0,0.46750882389813075,0.5324911761018627,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,8,0,0,39,0,0,0,0,39,3,0,1,2,0,0,0,0,0,0,0,0.45785065846304707,0.5421493415369638,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,1,1,0,0,0,0,0,0,0,0.4492578399241957,0.5507421600757962,0,0,1
1,0,0,1,1,0,0,1,10,0,0,10,28,0,0,445,0,0,0,0,43,3,1,1,0,0,1,0,0,0,2198306,0,0.8913667238308517,0.10863327616914861,1,3,1
1,0,0,1,1,0,0,1,8,0,0,8,1,0,0,6,0,0,0,0,73,7,0,6,3,0,0,0,0,3,2617011,0,0.003184727610611326,0.9968152723893785,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,1,0,0,0,0,1,1008106,12996,0.1785940759921427,0.8214059240078628,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,42,3,0,2,2,0,0,0,0,0,0,0,0.42560276015438403,0.5743972398456157,1,1,1
1,1,0,1,1,1,0,1,79,539,0,79,1139,1,0,1177,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1.0,8.75563285531009e-33,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,43,3,0,2,2,0,0,0,0,0,0,0,0.4207385872925425,0.5792614127074699,1,1,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,4,0,1,0,0,0,0,0,0,0,0,0.435001765719629,0.564998234280358,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,6,2,0,0,0,0,0,0,0,0.34226913053971947,0.6577308694602821,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,3,0,0,15,0,0,0,0,40,4,0,1,2,0,0,0,0,0,0,0,0.42948438073211365,0.5705156192678794,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,1,5,0,0,0,0,0,10,0,0,0.27079939474762427,0.7292006052523653,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,1,6,0,0,0,0,0,0,10081619,0,7.315921112420109e-33,1.0,0,0,1
