Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of digits,World Traffic rank,Country Traffic rank,No of form,Output
21,1,0,21,54,1,0,180,0,0,0,19,2,0,1,0,0,0,0,0,11932,5075,1,0
19,0,0,19,36,0,0,220,0,0,0,16,2,0,1,0,0,0,0,0,337,224,0,0
6,0,0,6,1,0,0,27,0,0,0,17,2,0,1,0,0,0,0,0,255,4,1,0
11,0,0,11,21,0,0,246,0,0,0,15,2,0,1,0,0,0,0,0,6076,76,1,0
7,1,0,7,20,1,0,77,0,0,0,17,2,0,1,0,0,0,0,0,10981,3107,0,0
19,0,0,19,9,0,0,18,0,0,0,22,2,0,2,0,0,0,0,0,620432,149386,1,0
13,1,0,13,0,1,0,0,0,0,0,17,2,0,1,0,0,0,0,0,606,269,0,0
62,110,0,62,113,2,0,376,0,0,0,15,2,0,1,0,0,0,0,0,1793,56,2,0
6,0,0,6,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,64,4,1,0
29,0,0,29,112,0,0,422,0,0,0,18,2,0,1,0,0,0,0,0,1202,326,2,0
9,1,0,9,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,1,1,0,0
2,0,0,2,1,0,0,1,0,0,0,22,2,0,1,0,0,0,0,0,3423,3668,0,0
1,0,0,1,1,0,0,3,0,0,0,17,2,0,1,0,0,0,0,0,892,1206,0,0
19,0,0,19,76,0,0,346,0,0,0,20,2,0,1,0,0,0,0,0,478,180,2,0
15,1,0,15,21,0,0,111,0,0,0,29,2,0,1,0,0,0,0,0,37163,5614,0,0
24,104,0,24,213,0,0,282,0,0,0,21,2,0,1,0,0,0,0,0,16953,3505,1,0
6,0,0,6,1,0,0,28,0,0,0,21,2,0,2,0,0,0,0,0,176,8,1,0
10,0,0,10,1,0,0,32,0,0,0,20,2,0,1,0,0,0,0,0,5111,3499,0,0
10,2,0,10,14,2,0,99,0,0,0,20,2,0,1,0,0,0,0,0,1887,702,2,0
26,1,0,26,20,0,0,146,0,0,0,15,2,0,1,0,0,0,0,0,382,182,0,0
29,1,0,29,8,1,0,124,0,0,0,15,2,0,1,0,0,0,0,0,4687,2437,3,0
6,0,0,6,0,0,0,10,0,0,0,21,2,0,1,0,0,0,0,0,30,19,0,0
8,35,0,8,72,0,0,186,0,0,0,25,2,0,1,0,0,0,0,0,1429,0,1,0
16,1,0,16,41,1,0,104,0,0,0,21,2,0,1,0,0,0,0,0,6865,5638,3,0
22,1,0,22,12,1,0,241,0,0,0,20,2,0,1,0,0,0,0,0,54070,19648,4,0
60,1,0,60,76,1,0,924,0,0,0,20,2,0,1,0,0,0,0,0,186,12,0,0
12,0,0,12,1,0,0,7,0,0,0,17,2,0,1,0,0,0,0,0,3006,364,1,0
59,3,0,59,46,1,1,379,0,0,0,18,2,0,1,0,0,0,0,0,1004,18,0,0
35,1,0,35,43,2,0,279,0,0,0,21,2,0,1,0,0,0,0,0,2035,774,3,0
22,5,0,22,3,1,0,35,0,0,0,24,2,0,1,0,0,0,0,0,133,133,0,0
42,0,0,42,152,0,0,365,0,0,0,16,2,0,1,0,0,0,0,0,10443,307,3,0
39,1,0,39,66,0,0,245,0,0,0,20,2,0,1,0,0,0,0,0,868,546,3,0
10,0,0,10,13,0,0,97,0,0,0,22,2,0,2,0,0,0,0,0,268,222,0,0
6,2,0,6,36,0,0,297,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
4,0,0,4,1,0,0,12,0,0,0,25,2,0,1,0,0,0,0,0,251,227,0,0
24,2,0,24,2,2,0,94,0,0,0,16,2,0,1,0,0,0,0,0,4173,6716,2,0
17,0,0,17,9,0,0,36,0,0,0,17,2,0,1,0,0,0,0,0,21800,0,1,0
11,1,0,11,17,2,0,152,0,1,0,15,2,0,1,0,0,0,0,0,1589,958,1,0
60,3,0,60,46,2,0,280,0,0,0,23,2,0,1,0,0,0,0,0,844,137,8,0
14,1,0,14,44,1,0,27,0,0,0,19,2,0,1,0,0,0,0,0,7457,450,1,0
40,2,0,40,10,0,0,72,0,0,0,25,2,0,1,0,0,0,0,0,1094,317,0,0
76,0,0,76,17,0,0,74,0,0,0,25,2,0,2,0,0,0,0,0,12,4,1,0
16,0,0,16,5,0,0,72,0,0,0,16,2,0,1,0,0,0,0,0,1324,611,5,0
29,0,0,29,71,0,0,157,0,0,0,16,2,0,1,0,0,0,0,0,89,21,0,0
37,0,0,37,10,0,0,135,0,0,0,24,2,0,1,0,0,0,0,0,6012,5473,2,0
14,1,0,14,33,6,0,118,0,0,0,14,2,0,1,0,0,0,0,1,1292,79,2,0
1,0,0,1,3,0,0,2,0,0,0,17,2,0,1,0,0,0,0,0,173,3,1,0
14,0,0,14,48,6,0,316,0,0,0,17,2,0,1,0,0,0,0,0,44,2,1,0
6,1,0,6,6,1,0,184,0,0,0,22,2,0,1,0,0,0,0,0,4025,1789,2,0
9,1,0,9,31,1,0,112,0,0,0,20,2,0,1,0,0,0,0,0,457,324,0,0
22,1,0,22,4,1,0,55,0,0,0,14,2,0,1,0,0,0,0,0,290,52,1,0
29,0,0,29,84,0,0,162,0,0,0,19,2,0,2,0,0,0,0,0,411,154,0,0
5,1,0,5,18,1,0,179,0,2,0,17,2,0,1,0,0,0,0,0,4661,902,6,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,950,248,0,0
21,0,0,21,58,1,0,282,0,0,0,25,2,0,2,1,0,0,0,0,1699,459,1,0
29,230,0,29,260,0,0,771,0,0,0,22,2,0,2,0,0,0,0,0,5071,356,2,0
20,1,0,20,0,0,0,30,0,0,0,18,2,0,1,0,0,0,0,0,496,405,0,0
165,1,0,165,41,1,0,206,0,0,0,17,2,0,1,0,0,0,0,0,3733,5858,3,0
35,11,0,35,203,0,0,1205,0,0,0,19,2,0,1,0,0,0,0,0,1184,28,1,0
6,0,0,6,16,0,0,123,0,0,0,21,2,0,1,0,0,0,0,0,5597,2436,1,0
17,3,0,17,41,2,0,228,0,0,0,25,2,0,2,0,0,0,0,0,8492,520,2,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,332,93,0,0
7,1,0,7,62,0,0,404,0,0,0,24,2,0,2,0,0,0,0,0,11,8,1,0
30,0,0,30,95,0,0,404,0,0,0,17,2,0,1,0,0,0,0,0,470,290,2,0
16,1,0,16,71,1,0,127,0,0,0,15,2,0,1,0,0,0,0,0,1734,132,0,0
1,0,0,1,1,0,0,13,0,0,0,12,2,0,1,0,0,0,0,0,190,302,0,0
18,2,0,18,28,2,0,116,0,0,0,20,2,0,1,0,0,0,0,0,574,605,1,0
9,0,0,9,99,1,0,228,0,0,0,16,2,0,1,0,0,0,0,0,157,4,1,0
16,0,0,16,16,0,0,106,0,0,0,16,2,0,1,0,0,0,0,0,3988,1646,6,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,1218,410,0,0
3,0,0,3,0,0,0,15,0,0,0,16,2,0,1,0,0,0,0,0,12864,2231,0,0
1,0,0,1,14,0,0,178,0,0,0,22,2,0,1,0,0,0,0,0,589,1222,2,0
17,2,0,17,28,1,0,248,0,1,0,20,2,0,1,0,0,0,0,0,766,651,3,0
27,1,0,27,0,0,0,130,0,0,0,15,2,0,1,0,0,0,0,0,1304,1155,3,0
57,1,0,57,35,0,0,406,0,0,0,19,2,0,1,0,0,0,0,0,866,270,2,0
13,41,0,13,96,1,0,142,0,0,0,19,2,0,1,0,0,0,0,0,3263,3118,3,0
18,0,0,18,47,0,0,129,0,0,0,18,2,0,1,0,0,0,0,0,183,46,1,0
13,1,0,13,6,1,0,463,0,0,0,17,2,0,1,0,0,0,0,0,7453,1607,1,0
16,9,0,16,9,1,0,63,0,0,0,27,2,0,2,0,0,0,0,0,431,39,4,0
14,1,0,14,40,0,0,104,0,0,0,17,2,0,1,0,0,0,0,0,363,5,0,0
19,0,0,19,8,0,0,135,0,0,0,18,2,0,1,0,0,0,0,0,80924,27984,7,0
12,0,0,12,1,0,0,225,0,0,0,19,2,0,1,0,0,0,0,0,259,93,0,0
59,82,0,59,162,0,0,487,0,0,0,18,2,0,1,0,0,0,0,0,5701,1543,1,0
0,0,0,0,0,0,0,2,0,0,0,29,2,0,2,0,0,0,0,0,152210,12287,0,0
7,1,0,7,25,0,0,456,0,0,0,16,2,0,1,0,0,0,0,0,194,83,1,0
40,39,0,40,85,1,0,336,0,0,0,20,2,0,1,0,0,0,0,0,488,310,2,0
8,2,0,8,19,0,0,205,0,0,0,15,2,0,1,0,0,0,0,0,9865,5423,3,0
33,1,0,33,14,1,0,152,0,0,0,19,2,0,1,0,0,0,0,0,5446,170,1,0
23,4,0,23,154,1,1,749,0,0,0,14,2,0,1,0,0,0,0,0,1432,45,4,0
0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,1183,519,0,0
19,0,0,19,8,0,0,157,0,0,0,19,2,0,1,0,0,0,0,0,1812,549,1,0
0,0,0,0,0,0,0,0,0,0,0,25,2,0,2,0,0,0,0,0,715,187,0,0
37,1,0,37,34,0,0,259,0,0,0,20,2,0,1,1,0,0,0,2,126812,4258,2,0
4,0,0,4,4,0,0,14,0,0,0,15,2,0,1,0,0,0,0,0,2780,274,0,0
6,1,0,6,1,0,0,10,0,0,0,15,2,0,1,0,0,0,0,0,49718,35556,0,0
4,1,0,4,0,0,0,1,0,0,0,21,2,0,1,1,0,0,0,0,9105,852,1,0
11,1,0,11,5,0,0,136,0,0,0,22,2,0,1,0,0,0,0,0,3198,1548,0,0
12,1,0,12,36,1,0,132,0,0,0,17,2,0,1,0,0,0,0,0,897,2064,0,0
32,0,0,32,19,0,0,67,0,0,0,15,2,0,1,0,0,0,0,0,1500,39,0,0
10,2,0,10,59,1,0,263,0,0,0,18,2,0,1,0,0,0,0,0,607,61,3,0
16,1,0,16,2,0,0,50,0,0,0,20,2,0,1,0,0,0,0,0,8,5,1,0
24,1,0,24,35,0,0,170,0,0,0,27,2,0,1,1,0,0,0,0,490,294,3,0
7,1,0,7,0,0,0,2,0,0,0,22,2,0,1,0,0,0,0,0,95,68,1,0
120,2,0,120,0,1,0,413,0,0,0,19,2,0,1,0,0,0,0,0,4319,2050,0,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,0,3930457,0,0,0
5,1,0,5,44,0,0,98,0,0,0,27,2,0,2,0,0,0,0,0,323,6,1,0
6,0,0,6,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,64,4,1,0
21,1,0,21,21,2,0,107,0,0,0,21,2,0,1,0,0,0,0,0,21,15,1,0
19,1,0,19,9,0,0,75,0,0,0,15,2,0,1,0,0,0,0,0,865,353,2,0
2,0,0,2,1,0,0,1,0,0,0,21,2,0,1,0,0,0,0,0,2759,976,0,0
18,6,0,18,71,2,0,358,0,0,0,19,2,0,1,0,0,0,0,0,238,16,1,0
31,2,0,31,9,1,0,166,0,0,0,22,2,0,1,0,0,0,0,0,713,431,3,0
40,0,0,40,56,0,0,147,0,0,0,21,2,0,1,0,0,0,0,0,388,400,2,0
4,1,0,4,0,0,0,1,0,0,0,19,2,0,1,0,0,0,0,0,371,119,1,0
7,0,0,7,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,211,28,0,0
63,1,0,63,28,1,0,365,0,0,0,23,2,0,1,0,0,0,0,0,5011,1526,2,0
35,0,0,35,0,1,0,14,0,0,0,19,2,0,1,0,0,0,0,0,2,2,0,0
16,1,0,16,3,0,0,100,0,0,0,20,2,0,1,0,0,0,0,0,43,17,0,0
3,1,0,3,4,1,0,46,0,0,0,14,2,0,1,0,0,0,0,0,4234,2345,0,0
43,3,0,43,127,1,0,1165,0,0,0,19,2,0,1,0,0,0,0,0,1224,75,2,0
6,0,0,6,1,0,0,27,0,0,0,17,2,0,1,0,0,0,0,0,2473,3,1,0
42,4,0,42,21,1,1,141,0,0,0,17,2,0,1,0,0,0,0,0,2475,337,1,0
1,0,0,1,0,1,0,0,0,0,0,18,2,0,1,0,0,0,0,0,484321,0,0,0
21,2,0,21,9,1,0,134,0,0,0,19,2,0,1,0,0,0,0,0,1099,284,1,0
14,1,0,14,5,1,0,37,0,0,0,13,2,0,1,0,0,0,0,0,15450,15103,1,0
14,0,0,14,0,0,0,133,0,0,0,17,2,0,1,0,0,0,0,0,37,20,1,0
2,0,0,2,19,1,0,10,0,0,0,20,2,0,1,0,0,0,0,0,822,85,0,0
13,2,0,13,28,1,0,32,0,0,0,21,2,0,1,0,0,0,0,0,121,41,0,0
9,0,0,9,6,0,0,189,0,0,0,21,2,0,1,0,0,0,0,0,153,13,1,0
0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,0,0,0,0,0,1230,18,0,0
18,0,0,18,165,0,0,261,0,0,0,19,2,0,1,0,0,0,0,0,2786,1068,1,0
19,0,0,19,2,0,0,53,0,0,0,20,2,0,1,0,0,0,0,0,2149,2721,1,0
23,61,0,23,126,0,0,266,0,0,0,17,2,0,1,0,0,0,0,0,2748,1999,3,0
1,0,0,1,0,0,0,39,0,0,0,16,2,0,1,0,0,0,0,0,239,122,0,0
13,1,0,13,3,1,0,33,0,1,0,19,2,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,332,93,0,0
6,0,0,6,12,0,0,38,0,0,0,15,2,0,1,0,0,0,0,0,224,40,0,0
38,0,0,38,24,2,0,200,0,0,0,16,2,0,1,0,0,0,0,0,2014,1115,1,0
26,1,0,26,9,0,0,261,0,0,0,15,2,0,1,0,0,0,0,0,1625,852,3,0
36,0,0,36,44,0,0,66,0,0,0,18,2,0,1,0,0,0,0,0,18,7,1,0
15,1,0,15,30,1,0,192,0,0,0,24,2,0,1,0,0,0,0,0,1431,1177,0,0
2,0,0,2,0,0,0,9,0,0,0,21,2,0,1,0,0,0,0,0,36,10,0,0
23,3,0,23,10,1,0,286,0,0,0,19,2,0,1,0,0,0,0,0,20,1,0,0
6,0,0,6,15,0,0,68,0,0,0,19,2,0,1,0,0,0,0,0,317,18,0,0
143,1,0,143,114,0,0,246,0,0,0,17,2,0,1,0,0,0,0,0,47,3,1,0
18,2,0,18,23,1,0,90,0,0,0,15,2,0,1,0,0,0,0,0,1846,102,0,0
19,3,0,19,14,2,0,74,0,0,0,23,2,0,1,0,0,0,0,0,16228,22776,1,0
6,0,0,6,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,3004,3345,0,0
97,1,0,97,175,1,0,1485,0,0,0,24,2,0,1,0,0,0,0,0,345,30,10,0
67,7,0,67,30,0,0,74,0,0,0,17,2,0,1,0,0,0,0,0,12,4,2,0
73,1,0,73,35,0,0,151,0,0,0,16,2,0,1,0,0,0,0,0,459,110,2,0
34,96,0,34,268,5,0,537,0,0,0,23,2,0,2,0,0,0,0,0,497,12,0,0
0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,114,24,0,0
26,67,0,26,149,0,0,473,0,0,0,18,2,0,1,0,0,0,0,0,904,40,0,0
8,2,0,8,32,0,0,203,0,0,0,25,2,0,1,0,0,0,0,0,45,16,1,0
10,0,0,10,14,0,0,108,0,0,0,25,2,0,2,0,0,0,0,0,12,4,1,0
18,11,0,18,9,0,0,45,0,0,0,15,2,0,1,0,0,0,0,0,8892,2957,1,0
33,1,0,33,53,1,0,164,0,3,0,15,2,0,1,0,0,0,0,0,16,6,2,0
6,0,0,6,0,1,0,31,0,0,0,24,2,0,2,0,0,0,0,0,12,4,1,0
22,1,0,22,0,1,0,249,0,0,0,23,2,0,1,0,0,0,0,0,3016,1174,2,0
2,1,0,2,26,0,0,51,0,0,0,28,2,0,1,0,0,0,0,0,83,32,0,0
8,0,0,8,7,1,0,30,0,0,0,19,2,0,1,0,0,0,0,0,95458,35949,0,0
16,0,0,16,13,0,0,283,0,0,0,17,2,0,1,0,0,0,0,0,132,44,2,0
1,0,0,1,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,356,184,0,0
56,1,0,56,193,1,0,329,0,0,0,20,2,0,1,0,0,0,0,0,320,7,3,0
13,0,0,13,9,0,0,297,0,0,0,17,2,0,1,0,0,0,0,0,197,69,2,0
14,3,0,14,102,1,0,1052,0,0,0,21,2,0,1,0,0,0,0,0,383,47,3,0
15,10,0,15,20,0,0,147,0,3,0,24,2,0,1,0,0,0,0,0,1657,402,1,0
3,0,0,3,0,0,0,1,0,0,0,23,2,0,1,1,0,0,0,0,2001,59,0,0
18,0,0,18,28,0,0,110,0,0,0,19,2,0,1,0,0,0,0,0,1076,361,0,0
1,0,0,1,3,0,0,3,0,0,0,18,2,0,1,0,0,0,0,0,13,3,1,0
9,0,0,9,2,1,0,3,0,0,0,20,2,0,1,0,0,0,0,0,65499,11348,0,0
12,0,0,12,22,0,0,630,0,3,0,22,2,0,1,0,0,0,0,0,3701,1232,1,0
6,2,0,6,1,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,139,55,0,0
6,0,0,6,1,0,0,27,0,0,0,18,2,0,1,0,0,0,0,0,1,1,1,0
18,0,0,18,109,0,0,115,0,0,0,18,2,0,1,0,0,0,0,0,78,96,2,0
0,0,0,0,0,0,0,0,0,0,0,27,2,0,1,0,0,0,0,0,181565,95640,0,0
13,0,0,13,4,0,0,11,0,0,0,22,2,0,1,0,0,0,0,0,127,21,56,0
29,1,0,29,55,2,0,425,0,0,0,26,2,0,1,0,0,0,0,0,265,34,0,0
0,0,0,0,0,0,0,1,0,0,0,23,2,0,2,0,0,0,0,1,332,93,0,0
0,0,0,0,37,0,0,114,0,0,0,16,2,0,1,0,0,0,0,0,869,72,1,0
0,0,0,0,0,0,0,2,0,0,0,25,2,0,1,0,0,0,0,0,0,0,0,0
25,2,0,25,5,0,0,149,0,0,0,19,2,0,1,0,0,0,0,0,295,88,1,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,16243,4162,0,0
5,1,0,5,1,0,0,0,0,0,0,16,2,0,1,0,0,0,0,0,1662,1308,0,0
14,0,0,14,5,0,0,17,0,1,0,19,2,0,1,0,0,0,0,0,19,11,2,0
0,0,0,0,0,0,0,0,0,0,0,20,2,0,1,0,0,0,0,0,0,0,0,0
3,1,0,3,0,0,0,0,0,0,0,19,2,0,1,0,0,0,0,0,184,118,1,0
5,0,0,5,11,0,0,204,0,0,0,17,2,0,1,0,0,0,0,0,286,10,1,0
36,2,0,36,44,0,0,420,0,0,0,23,2,0,1,0,0,0,0,0,4312,2549,1,0
4,1,0,4,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,86,85,1,0
2,0,0,2,1,0,0,30,0,0,0,18,2,0,1,0,0,0,0,0,976,41,0,0
10,2,0,10,59,1,0,263,0,0,0,18,2,0,1,0,0,0,0,0,607,61,3,0
3,0,0,3,0,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,1002,23,0,0
40,2,0,40,40,1,0,422,0,0,0,16,2,0,1,0,0,0,0,0,72,23,3,0
22,2,0,22,1,0,0,3,0,0,0,13,2,0,1,0,0,0,0,0,0,1119,0,0
16,0,0,16,3,0,0,82,0,0,0,17,2,0,1,0,0,0,0,0,38,27,0,0
38,2,0,38,58,1,0,991,0,0,0,22,2,0,1,0,0,0,0,1,16411,6988,13,0
5,0,0,5,7,1,0,107,0,0,0,20,2,0,1,0,0,0,0,0,66,31,3,0
11,1,0,11,44,1,0,89,0,0,0,19,2,0,1,0,0,0,0,0,2795,2207,2,0
22,2,0,22,98,1,1,421,0,0,0,20,2,0,1,0,0,0,0,2,2676,87,3,0
33,4,0,33,41,1,0,220,0,0,0,29,2,0,1,0,0,0,0,0,1774885,0,1,0
7,1,0,7,2,0,0,73,0,0,0,16,2,0,1,0,0,0,0,0,2380,129,1,0
10,0,0,10,3,0,0,110,0,0,0,23,2,0,1,0,0,0,0,0,11505,3446,0,0
17,0,0,17,55,0,0,397,0,1,0,20,2,0,1,0,0,0,0,0,113,6,1,0
6,0,0,6,0,0,0,10,0,0,0,21,2,0,1,0,0,0,0,0,30,19,0,0
24,1,0,24,6,0,0,55,0,0,0,30,2,0,2,0,0,0,0,0,3363,2490,2,0
27,1,0,27,532,4,0,978,0,0,0,21,2,0,1,0,0,0,0,0,280,22,0,0
1,0,0,1,0,0,0,1,0,0,0,20,2,0,1,0,0,0,0,0,447,4,0,0
45,18,0,45,101,0,0,152,0,0,0,17,2,0,1,0,0,0,0,0,1798,516,0,0
21,0,0,21,16,0,0,51,0,0,0,19,2,0,1,0,0,0,0,0,590,659,2,0
24,2,0,24,32,1,0,163,0,0,0,22,2,0,1,0,0,0,0,0,131,9,1,0
66,3,0,66,190,0,0,311,0,0,0,18,2,0,1,0,0,0,0,0,0,0,0,0
9,0,0,9,1,0,0,7,0,0,0,27,2,0,2,0,0,0,0,0,1,1,1,0
12,2,0,12,0,1,0,104,0,0,0,21,2,0,1,0,0,0,0,0,123,68,0,0
6,0,0,6,1,0,0,27,0,0,0,20,2,0,2,0,0,0,0,0,5920,5,1,0
4,0,0,4,1,0,0,323,0,0,0,21,2,0,1,0,0,0,0,0,11,8,1,0
0,0,0,0,1,0,0,6,0,0,0,19,2,0,1,0,0,0,0,0,55,30,0,0
1,0,0,1,0,0,0,2,0,0,0,15,2,0,1,0,0,0,0,0,512,250,0,0
40,0,0,40,41,0,0,284,0,0,0,16,2,0,1,0,0,0,0,4,70,20,2,0
6,0,0,6,2,0,0,122,0,0,0,16,2,0,1,0,0,0,0,0,220,45,1,0
8,0,0,8,7,1,0,30,0,0,0,16,2,0,1,0,0,0,0,0,17,14,0,0
73,1,0,73,11,0,0,48,0,0,0,17,2,0,1,0,0,0,0,0,389,62,1,0
5,0,0,5,1,0,0,156,0,0,0,20,2,0,1,0,0,0,0,0,145,59,0,0
13,1,0,13,14,1,0,68,0,0,0,15,2,0,1,0,0,0,0,0,3428,1592,1,0
10,1,0,10,13,0,0,155,0,0,0,18,2,0,1,0,0,0,0,0,33,13,0,0
0,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,3,21133,423,0,0
16,0,0,16,5,0,0,299,0,0,0,25,2,0,1,0,0,0,0,0,257,66,0,0
11,1,0,11,2,0,0,11,0,0,0,20,2,0,1,0,0,0,0,0,925934,0,1,0
18,0,0,18,47,0,0,129,0,0,0,18,2,0,1,0,0,0,0,0,183,46,1,0
0,0,0,0,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,22156,837,0,0
14,1,0,14,0,1,0,0,0,0,0,18,2,0,1,0,0,0,0,0,453,35,0,0
27,2,0,27,31,1,0,61,0,0,0,20,2,0,1,0,0,0,0,0,492,430,0,0
21,4,0,21,172,1,0,432,0,0,0,17,2,0,1,0,0,0,0,0,770,8,1,0
4,1,0,4,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,86,85,1,0
14,0,0,14,37,0,0,98,0,0,0,21,2,0,1,0,0,0,0,0,50,70,1,0
60,1,0,60,76,1,0,924,0,0,0,20,2,0,1,0,0,0,0,0,186,12,0,0
7,0,0,7,1,0,0,7,0,0,0,29,2,0,2,0,0,0,0,0,1,1,1,0
55,2,0,55,151,12,0,455,0,0,0,16,2,0,1,0,0,0,0,0,316,52,3,0
8,0,0,8,1,0,0,48,0,0,0,16,2,0,1,0,0,0,0,0,28,12,1,0
65,5,0,65,9,2,0,54,0,0,0,25,2,0,2,0,0,0,0,0,1970,1412,1,0
8,2,0,8,13,1,0,21,0,0,0,19,2,0,1,0,0,0,0,0,6845,547,0,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,2385,3,1,0
11,1,0,11,13,1,0,72,0,0,0,22,2,0,2,0,0,0,0,0,4934,571,0,0
31,1,0,31,41,1,0,330,0,0,0,15,2,0,1,0,0,0,0,1,2733,201,2,0
1,0,0,1,0,0,0,1,0,0,0,15,2,0,1,0,0,0,0,0,830,1230,0,0
24,1,0,24,29,0,0,174,0,0,0,15,2,0,1,0,0,0,0,0,2094,96,3,0
16,1,0,16,89,0,0,115,0,0,0,19,2,0,1,0,0,0,0,0,1564,124,0,0
32,3,0,32,19,1,0,96,0,0,0,23,2,0,1,0,0,0,0,0,458,267,0,0
14,0,0,14,41,0,0,260,0,4,0,15,2,0,1,0,0,0,0,0,355,82,2,0
27,3,0,27,134,5,0,483,0,0,0,16,2,0,1,0,0,0,0,0,158,6,1,0
15,1,0,15,40,0,0,97,0,0,0,17,2,0,1,0,0,0,0,0,675,220,2,0
16,5,0,16,13,2,0,1356,0,0,0,14,2,0,1,0,0,0,0,0,3483,2363,0,0
5,0,0,5,0,0,0,1,0,0,0,17,2,0,1,0,0,0,0,0,1576,69,0,0
20,62,0,20,159,1,0,277,0,0,0,15,2,0,1,0,0,0,0,0,1264,22,2,0
12,0,0,12,101,0,0,1762,0,0,0,18,2,0,1,0,0,0,0,0,148,31,1,0
12,2,0,12,21,3,0,29,0,0,0,17,2,0,1,0,0,0,0,0,824,278,0,0
35,2,0,35,17,0,0,345,0,0,0,14,2,0,1,0,0,0,0,0,835,7,4,0
11,0,0,11,3,0,0,9,0,0,0,20,2,0,1,0,0,0,0,0,1959,928,3,0
6,0,0,6,1,0,0,28,0,0,0,17,2,0,1,0,0,0,0,0,7592,14,1,0
10,1,0,10,14,1,0,233,0,0,0,18,2,0,1,0,0,0,0,0,1244,9,0,0
29,41,0,29,110,1,0,427,0,0,0,15,2,0,1,0,0,0,0,0,756,35,2,0
26,25,0,26,24,1,0,48,0,0,0,18,2,0,1,0,0,0,0,0,1361,430,0,0
25,1,0,25,21,0,0,62,0,0,0,22,2,0,1,0,0,0,0,0,1267,554,0,0
10,0,0,10,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,975,163,0,0
20,1,0,20,83,0,0,298,0,0,0,14,2,0,1,0,0,0,0,1,1400,37,1,0
8,0,0,8,3,0,0,91,0,0,0,18,2,0,2,0,0,0,0,0,635,21,3,0
1,0,0,1,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,549,891,0,0
48,1,0,48,109,1,0,277,0,0,0,14,2,0,1,0,0,0,0,0,845,197,2,0
4,2,0,4,1,1,0,1,0,0,0,20,2,0,2,0,0,0,0,0,760,20,1,0
17,1,0,17,27,0,0,51,0,0,0,19,2,0,1,0,0,0,0,0,202016,3738,0,0
81,3,0,81,98,2,0,552,0,0,0,16,2,0,1,0,0,0,0,0,806,6,4,0
12,0,0,12,12,0,0,266,0,0,0,24,2,0,1,0,0,0,0,0,667,217,2,0
22,3,0,22,15,2,0,103,0,0,0,18,2,0,2,0,0,0,0,3,720,15,1,0
10,1,0,10,1,0,0,0,0,0,0,27,2,0,1,1,0,0,0,0,642,389,0,0
3,0,0,3,0,0,0,0,0,0,0,21,2,0,1,0,0,0,0,0,1034,23,0,0
104,3,0,104,41,1,0,195,0,0,0,14,2,0,1,0,0,0,0,0,380,20,12,0
4,0,0,4,13,4,0,176,0,0,0,25,2,0,1,0,0,0,0,0,1035,647,1,0
7,0,0,7,22,0,0,36,0,0,0,19,2,0,1,0,0,0,0,0,236,6,1,0
7,0,0,7,5,0,0,25,0,0,0,21,2,0,1,0,0,0,0,0,678,208,0,0
23,2,0,23,10,0,0,211,0,0,0,27,2,0,1,0,0,0,0,0,684,425,1,0
19,3,0,19,3,0,0,93,0,0,0,17,2,0,1,0,0,0,0,0,4592,43,1,0
16,1,0,16,15,2,0,259,0,0,0,15,2,0,1,0,0,0,0,0,423,62,2,0
27,2,0,27,26,8,0,31,0,0,0,15,2,0,1,0,0,0,0,0,20270,1695,1,0
