Presence of JS,Presence of NS,Presence of external JS,Presence of internal JS,Presence of image,Presence of iframe,Presence of redirects,Presence of links,Number of JS,Number of NS,Number of external JS,Number of internal JS,Number of image,Nuber of iframes,Number of redirects,Number of links,Number of sms API call,Number of tel API call,Number of apk API call,Number of mms API call,Length of URL,Number of forward slash,Number of question marks,Number of dots,Number of hypens,Number of underscore,Number of equal signs,Number of ampersand,Number of semi-colon,Number of digits,World Traffic rank,Country Traffic rank,Output
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,0,0,0,0,0,3,5875505,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,36,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,1,5,0,0,1,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,43,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,3,0,2,0,0,0,0,0,0,2961748,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,49,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,33,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,3,0,0,0,0,0,0,293642,248,1
1,0,0,1,1,1,0,1,22,0,0,22,17,2,0,191,0,0,0,0,25,3,0,1,1,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,44,4,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4,0,5,2,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,83,2,0,83,4,0,0,102,0,0,0,0,57,6,0,5,0,0,0,0,0,12,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,32,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,43,4,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,8,0,0,39,0,0,0,0,40,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,5,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,5,0,6,0,0,0,0,0,5,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,5,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,2,0,0,0,0,1,1543,581,1
1,0,0,1,1,0,0,1,2,0,0,2,8,0,0,39,0,0,0,0,31,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,51,3,0,6,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,28,0,1,0,0,31,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,5,2,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,1,19,1,0,19,0,1,0,29,0,0,0,0,56,4,0,7,0,0,0,0,0,3,0,0,1
1,1,0,1,1,0,0,1,12,2,0,12,4,0,0,493,0,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,61,3,0,5,0,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,1,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,32,2,0,32,2,5,0,35,0,0,0,0,42,3,0,3,1,0,0,0,0,6,7789103,0,1
1,0,0,1,0,0,0,1,8,0,0,8,0,0,0,7,0,0,0,0,73,7,0,6,0,0,0,0,0,6,1971636,0,1
1,0,0,1,0,0,0,1,6,0,0,6,0,0,0,10,0,0,0,0,29,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,16,0,0,16,12,0,0,32,0,0,0,0,73,6,0,9,0,0,0,0,0,4,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,1,35,0,0,35,31,3,0,217,0,0,0,0,38,4,0,2,2,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,38,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,28,0,1,0,0,36,3,0,1,1,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,1,15,1,0,15,0,1,0,31,0,0,0,0,33,3,0,3,0,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,59,1,0,59,5,1,0,121,0,0,0,0,32,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,26,3,0,1,0,0,0,0,0,0,11840,7695,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,26,1,0,26,1,0,0,15,0,0,0,0,73,9,0,4,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,12,2,0,12,4,0,0,493,0,0,0,0,22,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,5,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,40,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,63,4,0,4,0,0,0,0,0,20,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,57,3,0,4,0,0,0,0,0,22,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,33,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,9,0,0,9,0,0,0,14,0,0,0,0,73,5,1,5,0,0,1,0,0,2,8310405,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,7,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,40,0,0,0,0,22,3,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,4,0,4,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,5,0,0,5,1,0,0,1,0,0,0,0,70,5,0,9,0,0,0,0,0,10,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,51,3,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,63,4,0,4,0,0,0,0,0,22,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,5,1,0,0,0,0,6,1,1,1
1,1,0,1,1,0,0,1,6,1,0,6,27,0,0,2333,0,0,0,0,73,5,0,4,2,2,0,0,0,7,2272407,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,5,0,0,5,2,0,0,7,0,0,0,0,65,3,1,6,0,0,2,2,0,13,0,0,1
1,1,0,1,1,1,0,1,20,1,0,20,8,1,0,15,0,0,0,0,23,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,81,0,0,81,2,0,0,21,0,0,0,0,53,4,0,5,2,0,0,0,0,0,5127620,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,4,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,37,3,0,3,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,68,5,0,5,2,0,0,0,0,1,0,0,1
1,1,0,1,1,1,0,1,18,3,0,18,4,4,0,13,0,0,0,0,38,3,0,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,6,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,42,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,41,3,0,2,1,0,0,0,0,4,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,58,4,0,4,0,0,0,0,0,17,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,9,2,0,0,1,0,9,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,11,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,7,0,0,7,0,0,0,7,0,0,0,0,73,5,0,5,1,0,0,0,0,6,13659,3508,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,37,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,29,0,0,29,3,0,0,76,0,1,0,0,40,6,0,2,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,83,2,0,83,4,0,0,102,0,0,0,0,57,6,0,5,0,0,0,0,0,12,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,38,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,5,1,0,0,0,0,0,5090019,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,11,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,26,1,0,26,1,0,0,15,0,0,0,0,73,9,0,4,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,83,2,0,83,4,0,0,102,0,0,0,0,56,6,0,5,0,0,0,0,0,12,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,5,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,0,1,15,1,0,15,0,1,0,31,0,0,0,0,38,4,0,3,0,0,0,0,0,3,0,0,1
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,73,6,1,8,1,0,1,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,3,0,0,3,6,0,0,1,0,0,0,0,41,3,1,2,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,4,0,5,8,0,0,0,0,0,9372,2739,1
1,0,0,1,1,0,0,1,14,0,0,14,2,0,0,22,0,1,0,0,61,7,0,4,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,5,3,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,25,0,0,25,5,0,0,42,0,0,0,0,61,6,0,4,2,0,0,0,0,0,7978418,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,0,5,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,73,3,1,4,0,0,1,0,0,5,4576005,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,6,2,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,32,2,0,32,2,5,0,35,0,0,0,0,43,4,0,3,1,0,0,0,0,6,7789103,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,19,0,0,0,0,40,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,58,4,0,4,0,0,0,0,0,19,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,6,0,5,0,1,0,0,0,6,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0,6,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,65,5,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,14,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,10,0,0,10,16,0,0,63,0,0,0,0,33,3,0,3,1,0,0,0,0,0,1304545,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,40,3,0,3,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,13,0,0,13,7,0,0,2,0,0,0,0,31,3,0,1,1,0,0,0,0,1,0,0,1
1,1,0,1,1,0,0,1,63,1,0,63,5,0,0,16,0,2,0,0,41,4,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,1,35,0,0,35,31,3,0,217,0,0,0,0,37,3,0,2,2,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,8,0,0,0,0,0,16,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,0,10,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,7,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,35,3,0,1,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,44,3,0,3,2,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,70,5,0,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,11,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,55,3,0,5,2,0,0,0,0,1,0,0,1
1,1,0,1,1,0,0,1,26,1,0,26,1,0,0,15,0,0,0,0,73,9,0,5,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,6,2,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,6,3,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,53,3,0,4,1,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,1,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,37,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,6,0,0,0,0,0,9,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,6,1,0,0,0,0,3,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,28,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,5,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,4,0,0,4,1,0,0,3,0,0,0,0,70,5,0,9,0,0,0,0,0,10,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,0,6,0,0,0,0,0,4,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,33,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,46,4,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,70,7,0,5,3,0,0,0,0,7,0,0,1
1,0,0,1,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,73,4,1,6,0,0,1,0,0,1,33,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,5,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,18,3,0,18,4,4,0,13,0,0,0,0,39,4,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,31,3,0,2,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,20,1,0,20,8,1,0,15,0,0,0,0,33,3,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,18,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,5,5,0,0,0,0,8,160751,172043,1
1,0,0,1,1,0,0,1,5,0,0,5,1,0,0,5,0,0,0,0,70,5,0,9,0,0,0,0,0,10,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,6,2,0,0,0,0,2,0,0,1
1,0,0,1,1,0,0,1,81,0,0,81,2,0,0,21,0,0,0,0,73,6,0,5,4,0,0,0,0,0,5127620,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,6,2,0,0,0,0,2,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,34,5,0,1,0,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,18,0,0,0,0,39,4,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,32,3,0,1,2,0,0,0,0,0,0,0,1
1,1,0,1,1,0,0,1,20,2,0,20,2,0,0,29,0,0,0,0,26,3,0,1,1,0,0,0,0,1,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,30,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,10,0,0,10,1,0,0,11,0,0,0,0,73,5,0,4,1,0,0,0,0,18,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,48,3,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,4,0,5,0,0,0,0,0,15,0,0,1
1,1,0,1,1,1,0,1,40,1,0,40,5,10,0,9,0,0,0,0,28,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,6,0,0,6,1,0,0,27,0,0,0,0,57,5,0,5,1,0,0,0,0,1,0,0,1
1,1,0,1,1,0,0,1,12,2,0,12,4,0,0,493,0,0,0,0,24,3,0,1,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23,3,0,1,1,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,0,7,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,73,5,0,5,0,0,0,0,0,16,266496,159999,1
1,1,0,1,1,0,0,1,8,1,0,8,1,0,0,11,0,0,0,0,30,3,0,1,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,4,2,0,0,0,0,34,0,0,1
1,0,0,1,1,0,0,1,8,0,0,8,2,0,0,2,0,0,0,0,45,5,0,2,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,6,2,0,0,0,0,2,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,3,0,14,1,0,0,0,0,0,0,0,1
1,1,0,1,1,1,0,1,40,1,0,40,5,10,0,9,0,0,0,0,29,3,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,5,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,13,0,0,13,28,0,0,46,0,0,0,0,57,4,1,6,1,0,1,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,39,3,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,4,2,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,15,0,0,15,10,0,0,3,0,0,0,0,31,3,0,1,0,0,0,0,0,0,4732924,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,6,0,10,0,0,0,0,0,16,1689079,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,73,5,1,6,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,5,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,2,0,0,2,0,0,0,40,0,0,0,0,21,3,0,1,0,0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,30,3,0,2,0,0,0,0,0,0,670173,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,5,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,32,3,0,2,0,0,0,0,0,0,0,0,1
1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,39,2,0,2,0,0,0,0,0,0,28895,50367,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,42,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,1,6,1,1,2,1,0,7,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,4,2,0,0,0,0,0,0,0,1
1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,73,3,1,5,2,0,1,1,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,41,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,72,3,0,6,2,0,1,0,0,1,0,0,1
1,1,0,1,1,0,0,1,40,1,0,40,4,0,0,35,0,0,0,0,73,6,1,7,1,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,1,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,8,0,0,8,2,0,0,2,0,0,0,0,42,5,0,3,0,0,0,0,0,0,6563492,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3,0,11,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,0,8,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3,1,6,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6,0,6,1,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,5,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,29,0,0,29,3,0,0,76,0,1,0,0,41,6,0,2,1,0,0,0,0,0,0,0,1
1,0,0,1,1,0,0,1,2,0,0,2,4,0,0,16,0,0,0,0,36,3,0,2,2,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,5,0,5,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,4,1,0,0,0,0,1,0,0,1
1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51,3,0,6,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,40,5,0,2,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,0,1,22,0,0,22,17,2,0,191,0,0,0,0,73,3,1,5,1,0,1,0,0,23,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,4,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4,0,5,2,0,0,0,0,0,0,0,1
